,animal,birthdate,genotype,recording,start,cell,dt,end,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,burst_length_pos1,burst_n_pos1,burst_per_cell_per_sec_pos1,ISI_pos1,control,genotype_2,activity_pos2,freq_pos2,burst_length_pos2,burst_n_pos2,burst_per_cell_per_sec_pos2,ISI_pos2,activity_pos3,freq_pos3,burst_length_pos3,burst_n_pos3,burst_per_cell_per_sec_pos3,ISI_pos3
205,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean21,0.1,10450,500,4,2,y,0,0,9250,10450,0.09166666666666666,11,120.0,,0.6329113924050632,11.0,15.8,1.0,0.008333333333333333,0.8416666666666667,0.970873786407767,,,,,y,wt_ctrl,0.09166666666666666,0.6329113924050632,15.8,1.0,0.008333333333333333,,,,,,,
206,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean21,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.8416666666666667,0.970873786407767,,,,,y,wt_ctrl,0.09166666666666666,0.6329113924050632,15.8,1.0,0.008333333333333333,,0,,,,,
207,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean22,0.1,4450,500,4,1,y,0,0,3250,4450,0.35833333333333334,43,120.0,,0.7763401109057301,,,,,0.35833333333333334,0.7763401109057301,,,,,y,wt_ctrl,,,,,,,,,,,,
208,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean22,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.35833333333333334,0.7763401109057301,,,,,y,wt_ctrl,0,,,,,,,,,,,
209,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean22,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.35833333333333334,0.7763401109057301,,,,,y,wt_ctrl,0,,,,,,0,,,,,
210,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean23,0.1,4450,500,4,1,y,0,0,3250,4450,0.625,75,120.0,,0.6464250734573947,,,,,0.625,0.6464250734573947,,,,,y,wt_ctrl,,,,,,,,,,,,
211,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean23,0.1,10450,500,4,2,y,0,0,9250,10450,0.5833333333333333,70,120.0,4.4,0.5995496790265402,,,,,0.625,0.6464250734573947,,,,,y,wt_ctrl,0.5833333333333333,0.5995496790265402,,,,4.4,,,,,,
212,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean23,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.625,0.6464250734573947,,,,,y,wt_ctrl,0.5833333333333333,0.5995496790265402,,,,4.4,0,,,,,
213,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean24,0.1,4450,500,4,1,y,0,0,3250,4450,0.9833333333333333,118,120.0,,0.9840201850294366,,,,,0.9833333333333333,0.9840201850294366,,,,,y,wt_ctrl,,,,,,,,,,,,
214,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean24,0.1,10450,500,4,2,y,0,0,9250,10450,0.44999999999999996,54,120.0,19.150000000000002,0.6351602612909145,18.0,26.200000000000003,3.0,0.025,0.9833333333333333,0.9840201850294366,,,,,y,wt_ctrl,0.44999999999999996,0.6351602612909145,26.200000000000003,3.0,0.025,19.150000000000002,,,,,,
215,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean24,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.9833333333333333,0.9840201850294366,,,,,y,wt_ctrl,0.44999999999999996,0.6351602612909145,26.200000000000003,3.0,0.025,19.150000000000002,0,,,,,
216,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean25,0.1,4450,500,4,1,y,0,0,3250,4450,0.016666666666666666,2,120.0,,,,,,,0.016666666666666666,,,,,,y,wt_ctrl,,,,,,,,,,,,
217,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean25,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.016666666666666666,,,,,,y,wt_ctrl,0,,,,,,,,,,,
218,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean25,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.016666666666666666,,,,,,y,wt_ctrl,0,,,,,,0,,,,,
219,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean26,0.1,4450,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,,,,,y,wt_ctrl,,,,,,,,,,,,
220,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean26,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0,,,,,,y,wt_ctrl,0,,,,,,,,,,,
221,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean26,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0,,,,,,y,wt_ctrl,0,,,,,,0,,,,,
222,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean27,0.1,4450,500,4,1,y,0,0,3250,4450,1.3916666666666666,167,120.0,,1.390284757118928,,,,,1.3916666666666666,1.390284757118928,,,,,y,wt_ctrl,,,,,,,,,,,,
223,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean27,0.1,10450,500,4,2,y,0,0,9250,10450,0.075,9,120.0,,,,,,,1.3916666666666666,1.390284757118928,,,,,y,wt_ctrl,0.075,,,,,,,,,,,
224,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean27,0.1,16450,500,4,3,y,0,0,15250,16450,0.058333333333333334,7,120.0,,,,,,,1.3916666666666666,1.390284757118928,,,,,y,wt_ctrl,0.075,,,,,,0.058333333333333334,,,,,
225,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean28,0.1,4450,500,4,1,y,0,0,3250,4450,0.4833333333333333,58,120.0,,0.49256505576208176,,,,,0.4833333333333333,0.49256505576208176,,,,,y,wt_ctrl,,,,,,,,,,,,
226,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean28,0.1,10450,500,4,2,y,0,0,9250,10450,0.6666666666666666,80,120.0,,0.7104316546762589,,,,,0.4833333333333333,0.49256505576208176,,,,,y,wt_ctrl,0.6666666666666666,0.7104316546762589,,,,,,,,,,
227,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean28,0.1,16450,500,4,3,y,0,0,15250,16450,0.22499999999999998,27,120.0,,0.5623471882640586,,,,,0.4833333333333333,0.49256505576208176,,,,,y,wt_ctrl,0.6666666666666666,0.7104316546762589,,,,,0.22499999999999998,0.5623471882640586,,,,
228,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean29,0.1,4450,500,4,1,y,0,0,3250,4450,0.5,60,120.0,4.0,0.5219709302019292,,,,,0.5,0.5219709302019292,,,,4.0,y,wt_ctrl,,,,,,,,,,,,
229,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean29,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.5,0.5219709302019292,,,,4.0,y,wt_ctrl,0,,,,,,,,,,,
230,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean29,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.5,0.5219709302019292,,,,4.0,y,wt_ctrl,0,,,,,,0,,,,,
231,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean3,0.1,4450,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,,,,,y,wt_ctrl,,,,,,,,,,,,
232,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean3,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0,,,,,,y,wt_ctrl,0,,,,,,,,,,,
233,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean3,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0,,,,,,y,wt_ctrl,0,,,,,,0,,,,,
234,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean30,0.1,4450,500,4,1,y,0,0,3250,4450,0.7249999999999999,87,120.0,,0.7251264755480606,,,,,0.7249999999999999,0.7251264755480606,,,,,y,wt_ctrl,,,,,,,,,,,,
235,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean30,0.1,10450,500,4,2,y,0,0,9250,10450,0.008333333333333333,1,120.0,,,,,,,0.7249999999999999,0.7251264755480606,,,,,y,wt_ctrl,0.008333333333333333,,,,,,,,,,,
236,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean30,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.7249999999999999,0.7251264755480606,,,,,y,wt_ctrl,0.008333333333333333,,,,,,0,,,,,
237,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean31,0.1,4450,500,4,1,y,0,0,3250,4450,0.675,81,120.0,28.200000000000003,0.8718471014775252,,,,,0.675,0.8718471014775252,,,,28.200000000000003,y,wt_ctrl,,,,,,,,,,,,
238,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean31,0.1,10450,500,4,2,y,0,0,9250,10450,0.44166666666666665,53,120.0,57.900000000000006,0.8136752136752137,,,,,0.675,0.8718471014775252,,,,28.200000000000003,y,wt_ctrl,0.44166666666666665,0.8136752136752137,,,,57.900000000000006,,,,,,
239,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean31,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.675,0.8718471014775252,,,,28.200000000000003,y,wt_ctrl,0.44166666666666665,0.8136752136752137,,,,57.900000000000006,0,,,,,
240,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean32,0.1,4450,500,4,1,y,0,0,3250,4450,1.275,153,120.0,,1.2783851976450797,,,,,1.275,1.2783851976450797,,,,,y,wt_ctrl,,,,,,,,,,,,
241,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean32,0.1,10450,500,4,2,y,0,0,9250,10450,0.425,51,120.0,30.8,0.8394906654844588,19.5,21.85,2.0,0.016666666666666666,1.275,1.2783851976450797,,,,,y,wt_ctrl,0.425,0.8394906654844588,21.85,2.0,0.016666666666666666,30.8,,,,,,
242,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean32,0.1,16450,500,4,3,y,0,0,15250,16450,0.24166666666666664,29,120.0,,,,,,,1.275,1.2783851976450797,,,,,y,wt_ctrl,0.425,0.8394906654844588,21.85,2.0,0.016666666666666666,30.8,0.24166666666666664,,,,,
243,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean33,0.1,4450,500,4,1,y,0,0,3250,4450,1.1166666666666665,134,120.0,,1.1139028475711894,,,,,1.1166666666666665,1.1139028475711894,,,,,y,wt_ctrl,,,,,,,,,,,,
244,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean33,0.1,10450,500,4,2,y,0,0,9250,10450,0.03333333333333333,4,120.0,,,,,,,1.1166666666666665,1.1139028475711894,,,,,y,wt_ctrl,0.03333333333333333,,,,,,,,,,,
245,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean33,0.1,16450,500,4,3,y,0,0,15250,16450,0.43333333333333335,52,120.0,21.700000000000003,0.8400222965440356,23.0,25.25,2.0,0.016666666666666666,1.1166666666666665,1.1139028475711894,,,,,y,wt_ctrl,0.03333333333333333,,,,,,0.43333333333333335,0.8400222965440356,25.25,2.0,0.016666666666666666,21.700000000000003
246,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean34,0.1,4450,500,4,1,y,0,0,3250,4450,0.7583333333333333,91,120.0,,0.7627118644067796,,,,,0.7583333333333333,0.7627118644067796,,,,,y,wt_ctrl,,,,,,,,,,,,
247,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean34,0.1,10450,500,4,2,y,0,0,9250,10450,0.125,15,120.0,,0.6081081081081081,,,,,0.7583333333333333,0.7627118644067796,,,,,y,wt_ctrl,0.125,0.6081081081081081,,,,,,,,,,
248,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean34,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.7583333333333333,0.7627118644067796,,,,,y,wt_ctrl,0.125,0.6081081081081081,,,,,0,,,,,
249,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean4,0.1,4450,500,4,1,y,0,0,3250,4450,0.44999999999999996,54,120.0,,0.5573770491803278,18.0,30.5,1.0,0.008333333333333333,0.44999999999999996,0.5573770491803278,30.5,1.0,0.008333333333333333,,y,wt_ctrl,,,,,,,,,,,,
250,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean4,0.1,10450,500,4,2,y,0,0,9250,10450,0.3333333333333333,40,120.0,,0.5635838150289016,,,,,0.44999999999999996,0.5573770491803278,30.5,1.0,0.008333333333333333,,y,wt_ctrl,0.3333333333333333,0.5635838150289016,,,,,,,,,,
251,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean4,0.1,16450,500,4,3,y,0,0,15250,16450,0.3,36,120.0,,0.48951048951048953,,,,,0.44999999999999996,0.5573770491803278,30.5,1.0,0.008333333333333333,,y,wt_ctrl,0.3333333333333333,0.5635838150289016,,,,,0.3,0.48951048951048953,,,,
252,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean6,0.1,4450,500,4,1,y,0,0,3250,4450,0.7249999999999999,87,120.0,,0.7220822837951301,,,,,0.7249999999999999,0.7220822837951301,,,,,y,wt_ctrl,,,,,,,,,,,,
253,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean6,0.1,10450,500,4,2,y,0,0,9250,10450,0.35833333333333334,43,120.0,65.2,0.7203907203907203,,,,,0.7249999999999999,0.7220822837951301,,,,,y,wt_ctrl,0.35833333333333334,0.7203907203907203,,,,65.2,,,,,,
254,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean6,0.1,16450,500,4,3,y,0,0,15250,16450,0.2833333333333333,34,120.0,,0.5072463768115941,,,,,0.7249999999999999,0.7220822837951301,,,,,y,wt_ctrl,0.35833333333333334,0.7203907203907203,,,,65.2,0.2833333333333333,0.5072463768115941,,,,
255,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean7,0.1,4450,500,4,1,y,0,0,3250,4450,0.49166666666666664,59,120.0,,0.4931972789115646,,,,,0.49166666666666664,0.4931972789115646,,,,,y,wt_ctrl,,,,,,,,,,,,
256,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean7,0.1,10450,500,4,2,y,0,0,9250,10450,0.14166666666666666,17,120.0,,0.4155844155844156,,,,,0.49166666666666664,0.4931972789115646,,,,,y,wt_ctrl,0.14166666666666666,0.4155844155844156,,,,,,,,,,
257,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean7,0.1,16450,500,4,3,y,0,0,15250,16450,0.08333333333333333,10,120.0,,,,,,,0.49166666666666664,0.4931972789115646,,,,,y,wt_ctrl,0.14166666666666666,0.4155844155844156,,,,,0.08333333333333333,,,,,
258,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean8,0.1,4450,500,4,1,y,0,0,3250,4450,0.5,60,120.0,,0.5272895467160037,,,,,0.5,0.5272895467160037,,,,,y,wt_ctrl,,,,,,,,,,,,
259,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean8,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.5,0.5272895467160037,,,,,y,wt_ctrl,0,,,,,,,,,,,
260,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean8,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.5,0.5272895467160037,,,,,y,wt_ctrl,0,,,,,,0,,,,,
261,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,0,Mean9,0.1,4450,500,4,1,y,0,0,3250,4450,0.7499999999999999,90,120.0,10.600000000000001,0.8222093452036032,,,,,0.7499999999999999,0.8222093452036032,,,,10.600000000000001,y,wt_ctrl,,,,,,,,,,,,
262,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,4450,Mean9,0.1,10450,500,4,2,y,0,0,9250,10450,0.5083333333333333,61,120.0,23.55,0.6974042761713996,18.0,29.6,3.0,0.025,0.7499999999999999,0.8222093452036032,,,,10.600000000000001,y,wt_ctrl,0.5083333333333333,0.6974042761713996,29.6,3.0,0.025,23.55,,,,,,
263,114002,2022-10-01,wt,230224_slice03_500pM_AngII_ctrl_results.csv,10450,Mean9,0.1,16450,500,4,3,y,0,0,15250,16450,0.08333333333333333,10,120.0,,0.5921052631578947,,,,,0.7499999999999999,0.8222093452036032,,,,10.600000000000001,y,wt_ctrl,0.5083333333333333,0.6974042761713996,29.6,3.0,0.025,23.55,0.08333333333333333,0.5921052631578947,,,,
264,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean1,0.1,4450,500,4,1,y,0,0,3250,4450,0.45833333333333326,55,120.0,,0.4603580562659847,,,,,0.45833333333333326,0.4603580562659847,,,,,y,wt_ctrl,,,,,,,,,,,,
265,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean1,0.1,10450,500,4,2,y,0,0,9250,10450,0.44999999999999996,54,120.0,,0.5364372469635628,,,,,0.45833333333333326,0.4603580562659847,,,,,y,wt_ctrl,0.44999999999999996,0.5364372469635628,,,,,,,,,,
266,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean1,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.45833333333333326,0.4603580562659847,,,,,y,wt_ctrl,0.44999999999999996,0.5364372469635628,,,,,0,,,,,
267,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,500,4,1,y,0,0,3250,4450,0.11666666666666667,14,120.0,,0.5181347150259067,,,,,0.11666666666666667,0.5181347150259067,,,,,y,wt_ctrl,,,,,,,,,,,,
268,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean10,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.11666666666666667,0.5181347150259067,,,,,y,wt_ctrl,0,,,,,,,,,,,
269,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean10,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.11666666666666667,0.5181347150259067,,,,,y,wt_ctrl,0,,,,,,0,,,,,
270,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean11,0.1,4450,500,4,1,y,0,0,3250,4450,0.4083333333333333,49,120.0,24.700000000000003,0.4858688508013549,,,,,0.4083333333333333,0.4858688508013549,,,,24.700000000000003,y,wt_ctrl,,,,,,,,,,,,
271,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean11,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.4083333333333333,0.4858688508013549,,,,24.700000000000003,y,wt_ctrl,0,,,,,,,,,,,
272,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean11,0.1,16450,500,4,3,y,0,0,15250,16450,0.19166666666666665,23,120.0,,0.6232294617563738,,,,,0.4083333333333333,0.4858688508013549,,,,24.700000000000003,y,wt_ctrl,0,,,,,,0.19166666666666665,0.6232294617563738,,,,
273,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean12,0.1,4450,500,4,1,y,0,0,3250,4450,0.3,36,120.0,,0.44715447154471544,,,,,0.3,0.44715447154471544,,,,,y,wt_ctrl,,,,,,,,,,,,
274,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean12,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.3,0.44715447154471544,,,,,y,wt_ctrl,0,,,,,,,,,,,
275,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean12,0.1,16450,500,4,3,y,0,0,15250,16450,0.13333333333333333,16,120.0,,,,,,,0.3,0.44715447154471544,,,,,y,wt_ctrl,0,,,,,,0.13333333333333333,,,,,
276,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean13,0.1,4450,500,4,1,y,0,0,3250,4450,0.49166666666666664,59,120.0,,0.48821548821548827,,,,,0.49166666666666664,0.48821548821548827,,,,,y,wt_ctrl,,,,,,,,,,,,
277,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean13,0.1,10450,500,4,2,y,0,0,9250,10450,0.5333333333333333,64,120.0,,0.5366269165247018,,,,,0.49166666666666664,0.48821548821548827,,,,,y,wt_ctrl,0.5333333333333333,0.5366269165247018,,,,,,,,,,
278,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean13,0.1,16450,500,4,3,y,0,0,15250,16450,0.5583333333333332,67,120.0,,0.5579036348267117,,,,,0.49166666666666664,0.48821548821548827,,,,,y,wt_ctrl,0.5333333333333333,0.5366269165247018,,,,,0.5583333333333332,0.5579036348267117,,,,
279,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean14,0.1,4450,500,4,1,y,0,0,3250,4450,0.5,60,120.0,3.9000000000000004,0.4908158991643565,,,,,0.5,0.4908158991643565,,,,3.9000000000000004,y,wt_ctrl,,,,,,,,,,,,
280,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean14,0.1,10450,500,4,2,y,0,0,9250,10450,0.4083333333333333,49,120.0,,0.4140969162995594,,,,,0.5,0.4908158991643565,,,,3.9000000000000004,y,wt_ctrl,0.4083333333333333,0.4140969162995594,,,,,,,,,,
281,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean14,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.5,0.4908158991643565,,,,3.9000000000000004,y,wt_ctrl,0.4083333333333333,0.4140969162995594,,,,,0,,,,,
282,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean15,0.1,4450,500,4,1,y,0,0,3250,4450,0.6916666666666667,83,120.0,,0.6902356902356902,,,,,0.6916666666666667,0.6902356902356902,,,,,y,wt_ctrl,,,,,,,,,,,,
283,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean15,0.1,10450,500,4,2,y,0,0,9250,10450,0.5,60,120.0,10.450000000000001,0.5509021708145506,17.0,31.200000000000003,3.0,0.025,0.6916666666666667,0.6902356902356902,,,,,y,wt_ctrl,0.5,0.5509021708145506,31.200000000000003,3.0,0.025,10.450000000000001,,,,,,
284,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean15,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.6916666666666667,0.6902356902356902,,,,,y,wt_ctrl,0.5,0.5509021708145506,31.200000000000003,3.0,0.025,10.450000000000001,0,,,,,
285,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean16,0.1,4450,500,4,1,y,0,0,3250,4450,0.4833333333333333,58,120.0,,0.482233502538071,,,,,0.4833333333333333,0.482233502538071,,,,,y,wt_ctrl,,,,,,,,,,,,
286,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean16,0.1,10450,500,4,2,y,0,0,9250,10450,0.5083333333333333,61,120.0,,0.5008347245409015,,,,,0.4833333333333333,0.482233502538071,,,,,y,wt_ctrl,0.5083333333333333,0.5008347245409015,,,,,,,,,,
287,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean16,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.4833333333333333,0.482233502538071,,,,,y,wt_ctrl,0.5083333333333333,0.5008347245409015,,,,,0,,,,,
288,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean17,0.1,4450,500,4,1,y,0,0,3250,4450,0.5916666666666667,71,120.0,,0.5937234944868534,,,,,0.5916666666666667,0.5937234944868534,,,,,y,wt_ctrl,,,,,,,,,,,,
289,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean17,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.5916666666666667,0.5937234944868534,,,,,y,wt_ctrl,0,,,,,,,,,,,
290,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean17,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.5916666666666667,0.5937234944868534,,,,,y,wt_ctrl,0,,,,,,0,,,,,
291,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean18,0.1,4450,500,4,1,y,0,0,3250,4450,0.4666666666666667,56,120.0,,0.46491969568892644,,,,,0.4666666666666667,0.46491969568892644,,,,,y,wt_ctrl,,,,,,,,,,,,
292,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean18,0.1,10450,500,4,2,y,0,0,9250,10450,0.19999999999999998,24,120.0,,,,,,,0.4666666666666667,0.46491969568892644,,,,,y,wt_ctrl,0.19999999999999998,,,,,,,,,,,
293,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,Mean18,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.4666666666666667,0.46491969568892644,,,,,y,wt_ctrl,0.19999999999999998,,,,,,0,,,,,
294,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean19,0.1,4450,500,4,1,y,0,0,3250,4450,0.4083333333333333,49,120.0,,0.4778972520908004,,,,,0.4083333333333333,0.4778972520908004,,,,,y,wt_ctrl,,,,,,,,,,,,
295,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean19,0.1,10450,500,4,2,y,0,0,9250,10450,0.19999999999999998,24,120.0,,0.5333333333333333,,,,,0.4083333333333333,0.4778972520908004,,,,,y,wt_ctrl,0.19999999999999998,0.5333333333333333,,,,,,,,,,
