,animal,birthdate,genotype,recording,start,end,cell,dt,angiotensin,potassium,pos,ctrl,TTA-P2,isra,num_events_last120s,activity_last120s,freq_left,bins_left,date,bins_left_v2
3337,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean38,0.1,500,4,1,y,0,0,97,0.8083333333333332,0.9833333333333333,3000,230227,3000
3338,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean38,0.1,500,4,1,y,0,0,97,0.8083333333333332,0.8166666666666667,3600,230227,3600
3339,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean38,0.1,500,4,1,y,0,0,97,0.8083333333333332,0.72,4200,230227,4200
3340,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,0.2833333333333333,4450,230227,0
3341,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,0.13333333333333333,5050,230227,600
3342,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,0.48333333333333334,5650,230227,1200
3343,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,0.95,6250,230227,1800
3344,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,0.85,6850,230227,2400
3345,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,1.05,7450,230227,3000
3346,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,1.15,8050,230227,3600
3347,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,0.2,8650,230227,4200
3348,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,0.016666666666666666,9250,230227,4800
3349,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean38,0.1,500,4,2,y,0,0,22,0.18333333333333332,0.35,9850,230227,5400
3350,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.0,10450,230227,0
3351,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.5166666666666667,11050,230227,600
3352,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.85,11650,230227,1200
3353,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.8166666666666667,12250,230227,1800
3354,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.7666666666666667,12850,230227,2400
3355,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.6833333333333333,13450,230227,3000
3356,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.5,14050,230227,3600
3357,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.0,14650,230227,4200
3358,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.0,15250,230227,4800
3359,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean38,0.1,500,4,3,y,0,0,0,0,0.0,15850,230227,5400
3360,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean39,0.1,500,4,1,y,0,0,72,0.6,1.5333333333333334,0,230227,0
3361,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean39,0.1,500,4,1,y,0,0,72,0.6,0.85,600,230227,600
3362,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean39,0.1,500,4,1,y,0,0,72,0.6,0.75,1200,230227,1200
3363,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean39,0.1,500,4,1,y,0,0,72,0.6,1.1,1800,230227,1800
3364,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean39,0.1,500,4,1,y,0,0,72,0.6,1.3166666666666667,2400,230227,2400
3365,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean39,0.1,500,4,1,y,0,0,72,0.6,0.6666666666666666,3000,230227,3000
3366,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean39,0.1,500,4,1,y,0,0,72,0.6,0.5333333333333333,3600,230227,3600
3367,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean39,0.1,500,4,1,y,0,0,72,0.6,0.8,4200,230227,4200
3368,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.7833333333333333,4450,230227,0
3369,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.8833333333333333,5050,230227,600
3370,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.8666666666666667,5650,230227,1200
3371,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.8,6250,230227,1800
3372,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.6166666666666667,6850,230227,2400
3373,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.7333333333333333,7450,230227,3000
3374,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.6833333333333333,8050,230227,3600
3375,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.5666666666666667,8650,230227,4200
3376,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.48333333333333334,9250,230227,4800
3377,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean39,0.1,500,4,2,y,0,0,61,0.5083333333333333,0.5333333333333333,9850,230227,5400
3378,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.45,10450,230227,0
3379,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.5333333333333333,11050,230227,600
3380,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.4,11650,230227,1200
3381,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.23333333333333334,12250,230227,1800
3382,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.08333333333333333,12850,230227,2400
3383,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.05,13450,230227,3000
3384,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.18333333333333332,14050,230227,3600
3385,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.16666666666666666,14650,230227,4200
3386,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.06666666666666667,15250,230227,4800
3387,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean39,0.1,500,4,3,y,0,0,6,0.049999999999999996,0.0,15850,230227,5400
3388,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean4,0.1,500,4,1,y,0,0,68,0.5666666666666667,1.5833333333333333,0,230227,0
3389,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean4,0.1,500,4,1,y,0,0,68,0.5666666666666667,0.9833333333333333,600,230227,600
3390,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean4,0.1,500,4,1,y,0,0,68,0.5666666666666667,0.7833333333333333,1200,230227,1200
3391,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean4,0.1,500,4,1,y,0,0,68,0.5666666666666667,0.9333333333333333,1800,230227,1800
3392,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean4,0.1,500,4,1,y,0,0,68,0.5666666666666667,0.31666666666666665,2400,230227,2400
3393,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean4,0.1,500,4,1,y,0,0,68,0.5666666666666667,0.6666666666666666,3000,230227,3000
3394,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean4,0.1,500,4,1,y,0,0,68,0.5666666666666667,0.5666666666666667,3600,230227,3600
3395,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean4,0.1,500,4,1,y,0,0,68,0.5666666666666667,0.6,4200,230227,4200
3396,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.75,4450,230227,0
3397,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.8333333333333334,5050,230227,600
3398,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.7333333333333333,5650,230227,1200
3399,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.03333333333333333,6250,230227,1800
3400,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.7166666666666667,6850,230227,2400
3401,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.6,7450,230227,3000
3402,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.15,8050,230227,3600
3403,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.0,8650,230227,4200
3404,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.5166666666666667,9250,230227,4800
3405,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean4,0.1,500,4,2,y,0,0,48,0.39999999999999997,0.2833333333333333,9850,230227,5400
3406,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,10450,230227,0
3407,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.21666666666666667,11050,230227,600
3408,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.65,11650,230227,1200
3409,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.4166666666666667,12250,230227,1800
3410,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.2,12850,230227,2400
3411,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,13450,230227,3000
3412,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.2833333333333333,14050,230227,3600
3413,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.55,14650,230227,4200
3414,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.05,15250,230227,4800
3415,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean4,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,15850,230227,5400
3416,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean40,0.1,500,4,1,y,0,0,109,0.9083333333333333,0.8666666666666667,0,230227,0
3417,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean40,0.1,500,4,1,y,0,0,109,0.9083333333333333,1.15,600,230227,600
3418,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean40,0.1,500,4,1,y,0,0,109,0.9083333333333333,0.9666666666666667,1200,230227,1200
3419,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean40,0.1,500,4,1,y,0,0,109,0.9083333333333333,1.05,1800,230227,1800
3420,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean40,0.1,500,4,1,y,0,0,109,0.9083333333333333,0.6333333333333333,2400,230227,2400
3421,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean40,0.1,500,4,1,y,0,0,109,0.9083333333333333,0.9666666666666667,3000,230227,3000
3422,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean40,0.1,500,4,1,y,0,0,109,0.9083333333333333,0.8666666666666667,3600,230227,3600
3423,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean40,0.1,500,4,1,y,0,0,109,0.9083333333333333,1.08,4200,230227,4200
3424,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,1.1166666666666667,4450,230227,0
3425,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,1.0333333333333334,5050,230227,600
3426,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,0.6666666666666666,5650,230227,1200
3427,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,0.8666666666666667,6250,230227,1800
3428,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,1.0,6850,230227,2400
3429,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,1.1166666666666667,7450,230227,3000
3430,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,1.1833333333333333,8050,230227,3600
3431,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,1.15,8650,230227,4200
3432,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,1.1333333333333333,9250,230227,4800
3433,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean40,0.1,500,4,2,y,0,0,134,1.1166666666666665,1.1,9850,230227,5400
3434,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.7333333333333333,10450,230227,0
3435,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.08333333333333333,11050,230227,600
3436,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.9,11650,230227,1200
3437,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.6833333333333333,12250,230227,1800
3438,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.35,12850,230227,2400
3439,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.38333333333333336,13450,230227,3000
3440,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.8,14050,230227,3600
3441,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.7333333333333333,14650,230227,4200
3442,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.18333333333333332,15250,230227,4800
3443,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean40,0.1,500,4,3,y,0,0,55,0.45833333333333326,0.7428571428571429,15850,230227,5400
3444,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean41,0.1,500,4,1,y,0,0,61,0.5083333333333333,1.1333333333333333,0,230227,0
3445,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean41,0.1,500,4,1,y,0,0,61,0.5083333333333333,0.6,600,230227,600
3446,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean41,0.1,500,4,1,y,0,0,61,0.5083333333333333,0.5333333333333333,1200,230227,1200
3447,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean41,0.1,500,4,1,y,0,0,61,0.5083333333333333,0.75,1800,230227,1800
3448,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean41,0.1,500,4,1,y,0,0,61,0.5083333333333333,0.6833333333333333,2400,230227,2400
3449,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean41,0.1,500,4,1,y,0,0,61,0.5083333333333333,0.5166666666666667,3000,230227,3000
3450,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean41,0.1,500,4,1,y,0,0,61,0.5083333333333333,0.48333333333333334,3600,230227,3600
3451,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean41,0.1,500,4,1,y,0,0,61,0.5083333333333333,0.64,4200,230227,4200
3452,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.6833333333333333,4450,230227,0
3453,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.65,5050,230227,600
3454,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.65,5650,230227,1200
3455,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.5833333333333334,6250,230227,1800
3456,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.5666666666666667,6850,230227,2400
3457,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.6166666666666667,7450,230227,3000
3458,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.7,8050,230227,3600
3459,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.3333333333333333,8650,230227,4200
3460,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.5666666666666667,9250,230227,4800
3461,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean41,0.1,500,4,2,y,0,0,42,0.35000000000000003,0.13333333333333333,9850,230227,5400
3462,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.5666666666666667,10450,230227,0
3463,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.38333333333333336,11050,230227,600
3464,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.5833333333333334,11650,230227,1200
3465,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.43333333333333335,12250,230227,1800
3466,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.4666666666666667,12850,230227,2400
3467,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.5,13450,230227,3000
3468,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.4666666666666667,14050,230227,3600
3469,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.48333333333333334,14650,230227,4200
3470,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.31666666666666665,15250,230227,4800
3471,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,10450,16200,Mean41,0.1,500,4,3,y,0,0,54,0.44999999999999996,0.6857142857142857,15850,230227,5400
3472,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean42,0.1,500,4,1,y,0,0,105,0.8749999999999999,1.6666666666666667,0,230227,0
3473,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean42,0.1,500,4,1,y,0,0,105,0.8749999999999999,1.2,600,230227,600
3474,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean42,0.1,500,4,1,y,0,0,105,0.8749999999999999,1.0666666666666667,1200,230227,1200
3475,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean42,0.1,500,4,1,y,0,0,105,0.8749999999999999,1.35,1800,230227,1800
3476,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean42,0.1,500,4,1,y,0,0,105,0.8749999999999999,0.31666666666666665,2400,230227,2400
3477,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean42,0.1,500,4,1,y,0,0,105,0.8749999999999999,0.95,3000,230227,3000
3478,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean42,0.1,500,4,1,y,0,0,105,0.8749999999999999,0.8166666666666667,3600,230227,3600
3479,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,4450,Mean42,0.1,500,4,1,y,0,0,105,0.8749999999999999,1.08,4200,230227,4200
3480,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean42,0.1,500,4,2,y,0,0,33,0.27499999999999997,1.2666666666666666,4450,230227,0
3481,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean42,0.1,500,4,2,y,0,0,33,0.27499999999999997,1.0666666666666667,5050,230227,600
3482,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean42,0.1,500,4,2,y,0,0,33,0.27499999999999997,0.05,5650,230227,1200
3483,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean42,0.1,500,4,2,y,0,0,33,0.27499999999999997,0.38333333333333336,6250,230227,1800
3484,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,10450,Mean42,0.1,500,4,2,y,0,0,33,0.27499999999999997,0.6666666666666666,6850,230227,2400
