,animal,birthdate,genotype,sex,recording,start,cell,dt,angiotensin,potassium,end,len_seg,num_events,activity,num_events_5min,activity_5min,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,pos,comment
123,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean11,0.05,500,4,9000,450.0,89,0.19777777777777775,89,0.29666666666666663,115.10000000000001,1.3147645266033865,15.0,12.3,2.0,0.0044444444444444444,,
124,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean14,0.05,500,4,9000,450.0,320,0.711111111111111,164,0.5466666666666666,103.9,1.3877123293576858,158.0,113.35000000000001,2.0,0.0044444444444444444,,
125,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean15,0.05,500,4,9000,450.0,191,0.4244444444444444,183,0.61,152.15,1.2559213385484571,137.0,96.0,2.0,0.0044444444444444444,,
126,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean2,0.05,500,4,9000,450.0,221,0.4911111111111111,147,0.49,143.45000000000002,1.269729380281225,143.0,109.05000000000001,2.0,0.0044444444444444444,,
127,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean3,0.05,500,4,9000,450.0,26,0.057777777777777775,26,0.08666666666666666,,,,,,,,
128,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean4,0.05,500,4,9000,450.0,446,0.991111111111111,228,0.7599999999999999,120.80000000000001,1.8139036041657572,220.0,121.10000000000001,2.0,0.0044444444444444444,,
129,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean5,0.05,500,4,9000,450.0,268,0.5955555555555555,163,0.5433333333333332,173.15,1.3249388076155408,138.0,107.7,2.0,0.0044444444444444444,,
130,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean6,0.05,500,4,9000,450.0,336,0.7466666666666667,215,0.7166666666666667,132.85,1.9455140786821756,164.0,83.775,2.0,0.0044444444444444444,,
131,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean7,0.05,500,4,9000,450.0,154,0.3422222222222222,19,0.06333333333333332,,1.1976549413735342,144.0,119.4,1.0,0.0022222222222222222,,
132,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean8,0.05,500,4,9000,450.0,404,0.8977777777777777,201,0.67,82.15,1.845273735887402,134.66666666666666,66.7,3.0,0.006666666666666667,,
133,USC-2343,2020-03-11,wt,m,200722_s2r2_Results.csv,0,Mean9,0.05,500,4,9000,450.0,160,0.3555555555555555,122,0.4066666666666666,78.4,1.0183854731711026,59.5,53.300000000000004,3.0,0.006666666666666667,,
134,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean1,0.05,500,4,9000,450.0,277,0.6155555555555555,198,0.66,28.200000000000003,1.746312847133121,39.42857142857143,22.821428571428577,7.0,0.015555555555555555,,
135,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean10,0.05,500,4,9000,450.0,257,0.5711111111111111,244,0.8133333333333332,159.4,1.3967611336032388,232.0,123.5,2.0,0.0044444444444444444,,
136,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean11,0.05,500,4,9000,450.0,229,0.5088888888888888,206,0.6866666666666666,4.2,0.9789897857764833,110.5,106.67500000000001,2.0,0.0044444444444444444,,
137,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean12,0.05,500,4,9000,450.0,266,0.5911111111111111,221,0.7366666666666667,58.300000000000004,1.4726916963311065,52.4,33.739999999999995,5.0,0.011111111111111112,,
138,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean13,0.05,500,4,9000,450.0,97,0.21555555555555556,3,0.01,,0.8072916666666666,,,,,,
139,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean2,0.05,500,4,9000,450.0,88,0.19555555555555554,88,0.29333333333333333,18.1,0.8123235175473981,32.5,40.9,2.0,0.0044444444444444444,,
140,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean4,0.05,500,4,9000,450.0,477,1.0599999999999998,370,1.2333333333333334,35.362500000000004,1.619600831975103,97.75,56.337500000000006,5.0,0.011111111111111112,,
141,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean5,0.05,500,4,9000,450.0,116,0.2577777777777778,87,0.29,75.4,1.8556602885381985,29.0,14.9875,4.0,0.008888888888888889,,
142,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean6,0.05,500,4,9000,450.0,49,0.10888888888888888,23,0.07666666666666666,,0.7256637168141592,42.0,56.5,1.0,0.0022222222222222222,,
143,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean7,0.05,500,4,9000,450.0,63,0.13999999999999999,10,0.03333333333333333,7.5,1.1436100131752305,15.0,12.4,2.0,0.0044444444444444444,,
144,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean8,0.05,500,4,9000,450.0,118,0.2622222222222222,85,0.2833333333333333,36.1875,1.0503947755745648,22.6,20.45,5.0,0.011111111111111112,,
145,2388,2020-03-15,wt,m,200724_s1r2_Results.csv,0,Mean9,0.05,500,4,9000,450.0,375,0.8333333333333333,279,0.9299999999999999,32.15,1.1258336966835154,93.0,79.475,4.0,0.008888888888888889,,
146,2388,2020-03-15,wt,m,200724_s2r2_Results.csv,0,Mean14,0.05,500,4,9000,450.0,7,0.015555555555555553,7,0.023333333333333334,,,,,,,,
147,2388,2020-03-15,wt,m,200724_s2r2_Results.csv,0,Mean7,0.05,500,4,9000,450.0,113,0.2511111111111111,113,0.37666666666666665,23.866666666666667,0.9884833618965372,27.25,25.250000000000004,4.0,0.008888888888888889,,
148,2388,2020-03-15,wt,m,200724_s2r2_Results.csv,0,Mean9,0.05,500,4,9000,450.0,26,0.057777777777777775,0,0.0,,1.6666666666666665,20.0,11.4,1.0,0.0022222222222222222,,
149,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean1,0.1,500,4,4500,450.0,378,0.84,269,0.8966666666666667,13.166666666666666,0.8915602131311745,71.66666666666667,72.96666666666668,4.0,0.008888888888888889,1,Ni exp
150,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean10,0.1,500,4,4500,450.0,763,1.6955555555555553,461,1.5366666666666666,22.900000000000002,1.4466113929404316,12.0,10.3,2.0,0.0044444444444444444,1,Ni exp
151,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean11,0.1,500,4,4500,450.0,693,1.5399999999999998,476,1.5866666666666667,,1.5401736033830402,,,,,1,Ni exp
152,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean12,0.1,500,4,4500,450.0,175,0.3888888888888889,131,0.43666666666666665,29.31666666666667,1.0911037870489968,21.571428571428573,18.47142857142857,7.0,0.015555555555555555,1,Ni exp
153,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean13,0.1,500,4,4500,450.0,323,0.7177777777777777,220,0.7333333333333333,29.0,0.8460314351651828,71.5,81.35000000000001,4.0,0.008888888888888889,1,Ni exp
154,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean14,0.1,500,4,4500,450.0,399,0.8866666666666667,299,0.9966666666666666,57.300000000000004,1.2248637648528782,197.5,160.55,2.0,0.0044444444444444444,1,Ni exp
155,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean15,0.1,500,4,4500,450.0,287,0.6377777777777778,152,0.5066666666666666,62.45,0.7498835599559786,39.0,47.800000000000004,3.0,0.006666666666666667,1,Ni exp
156,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean16,0.1,500,4,4500,450.0,608,1.351111111111111,415,1.3833333333333333,,1.3524955436720143,,,,,1,Ni exp
157,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean17,0.1,500,4,4500,450.0,455,1.011111111111111,352,1.1733333333333333,25.85,1.0559610815658587,23.0,22.433333333333337,5.0,0.011111111111111112,1,Ni exp
158,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean18,0.1,500,4,4500,450.0,441,0.98,293,0.9766666666666666,9.15,1.0336291797967083,18.0,18.1,3.0,0.006666666666666667,1,Ni exp
159,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean19,0.1,500,4,4500,450.0,638,1.4177777777777778,427,1.4233333333333333,,1.4209234887352218,,,,,1,Ni exp
160,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean2,0.1,500,4,4500,450.0,262,0.5822222222222222,134,0.44666666666666666,92.60000000000001,1.037574594524313,123.0,113.4,3.0,0.006666666666666667,1,Ni exp
161,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean20,0.1,500,4,4500,450.0,365,0.811111111111111,247,0.8233333333333333,13.55,0.8361004705410698,79.66666666666667,85.5,5.0,0.011111111111111112,1,Ni exp
162,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean21,0.1,500,4,4500,450.0,710,1.5777777777777775,474,1.5799999999999998,48.2,1.7494593556732285,,,,,1,Ni exp
163,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean22,0.1,500,4,4500,450.0,404,0.8977777777777777,292,0.9733333333333333,28.950000000000003,0.9731812359242219,178.5,161.65,3.0,0.006666666666666667,1,Ni exp
164,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean23,0.1,500,4,4500,450.0,476,1.0577777777777777,371,1.2366666666666666,45.6,1.0954511308010555,,,,,1,Ni exp
165,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean24,0.1,500,4,4500,450.0,369,0.82,328,1.0933333333333333,,1.7872753763963087,369.0,205.9,1.0,0.0022222222222222222,1,Ni exp
166,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean25,0.1,500,4,4500,450.0,298,0.6622222222222222,240,0.7999999999999999,51.550000000000004,1.1718699577736256,99.33333333333333,80.30000000000001,3.0,0.006666666666666667,1,Ni exp
167,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean26,0.1,500,4,4500,450.0,469,1.0422222222222222,337,1.1233333333333333,29.36666666666667,1.271261862071002,190.5,146.3,4.0,0.008888888888888889,1,Ni exp
168,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean27,0.1,500,4,4500,450.0,430,0.9555555555555556,303,1.01,43.0,1.1499046781933036,185.0,159.60000000000002,3.0,0.006666666666666667,1,Ni exp
169,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean28,0.1,500,4,4500,450.0,171,0.37999999999999995,120,0.39999999999999997,49.84,1.0583784059085535,16.0,14.280000000000001,6.0,0.013333333333333334,1,Ni exp
170,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean29,0.1,500,4,4500,450.0,399,0.8866666666666667,260,0.8666666666666667,30.425,1.1346227158540754,70.0,56.12500000000001,5.0,0.011111111111111112,1,Ni exp
171,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean3,0.1,500,4,4500,450.0,388,0.8622222222222222,261,0.8699999999999999,12.5,1.0021864745375801,66.2,63.9,6.0,0.013333333333333334,1,Ni exp
172,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean4,0.1,500,4,4500,450.0,345,0.7666666666666666,271,0.9033333333333333,154.10000000000002,1.4298599057773367,271.0,177.60000000000002,2.0,0.0044444444444444444,1,Ni exp
173,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean5,0.1,500,4,4500,450.0,541,1.202222222222222,487,1.6233333333333333,101.9,1.325953022718521,,,,,1,Ni exp
174,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean6,0.1,500,4,4500,450.0,285,0.6333333333333333,230,0.7666666666666666,61.06666666666666,0.9416420036669906,96.0,100.65,4.0,0.008888888888888889,1,Ni exp
175,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean7,0.1,500,4,4500,450.0,440,0.9777777777777777,287,0.9566666666666666,48.35,1.611124885480625,141.5,79.55,3.0,0.006666666666666667,1,Ni exp
176,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean8,0.1,500,4,4500,450.0,260,0.5777777777777777,164,0.5466666666666666,69.0,0.8881958576403021,62.5,69.85,3.0,0.006666666666666667,1,Ni exp
177,3832,2020-11-12,wt,m,210225_s1r2_Results.csv,0,Mean9,0.1,500,4,4500,450.0,391,0.8688888888888888,303,1.01,3.9000000000000004,0.9174058701504639,102.0,125.80000000000001,2.0,0.0044444444444444444,1,Ni exp
178,3832,2020-11-12,wt,m,210225_s3r2_Results.csv,0,Mean1,0.05,10000,4,9000,450.0,510,1.1333333333333333,344,1.1466666666666665,13.416666666666666,1.426792982505209,91.6,67.44000000000001,7.0,0.015555555555555555,1,
179,3832,2020-11-12,wt,m,210225_s3r2_Results.csv,0,Mean10,0.05,10000,4,9000,450.0,114,0.2533333333333333,95,0.31666666666666665,50.400000000000006,0.8760694453183854,12.833333333333334,13.825000000000003,7.0,0.015555555555555555,1,
180,3832,2020-11-12,wt,m,210225_s3r2_Results.csv,0,Mean2,0.05,10000,4,9000,450.0,232,0.5155555555555555,169,0.5633333333333332,39.53,1.102436264572642,38.666666666666664,34.9,6.0,0.013333333333333334,1,
181,3832,2020-11-12,wt,m,210225_s3r2_Results.csv,0,Mean3,0.05,10000,4,9000,450.0,529,1.1755555555555555,352,1.1733333333333333,4.5,1.2396176293810748,160.0,130.4,4.0,0.008888888888888889,1,
182,3832,2020-11-12,wt,m,210225_s3r2_Results.csv,0,Mean5,0.05,10000,4,9000,450.0,233,0.5177777777777778,187,0.6233333333333333,33.325,0.9313729806501823,44.25,55.900000000000006,5.0,0.011111111111111112,1,
183,3832,2020-11-12,wt,m,210225_s3r2_Results.csv,0,Mean7,0.05,10000,4,9000,450.0,236,0.5244444444444444,224,0.7466666666666667,,0.7466243050039714,,,,,1,
184,3832,2020-11-12,wt,m,210225_s3r2_Results.csv,0,Mean9,0.05,10000,4,9000,450.0,295,0.6555555555555556,199,0.6633333333333332,14.8,0.6765575085784618,,,,,1,
185,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean1,0.05,1000,4,9000,450.0,494,1.0977777777777777,332,1.1066666666666665,11.350000000000001,1.3008198497802117,445.0,337.70000000000005,2.0,0.0044444444444444444,1,
186,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean10,0.05,1000,4,9000,450.0,548,1.2177777777777776,411,1.37,43.35,1.4611057833569292,191.0,124.15,3.0,0.006666666666666667,1,
187,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean11,0.05,1000,4,9000,450.0,615,1.3666666666666665,445,1.4833333333333334,22.5,1.4054451744630798,,,,,1,
188,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean12,0.05,1000,4,9000,450.0,488,1.0844444444444443,366,1.22,21.200000000000003,1.1447140967629519,36.0,28.450000000000003,3.0,0.006666666666666667,1,
189,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean13,0.05,1000,4,9000,450.0,425,0.9444444444444444,324,1.0799999999999998,6.540000000000001,1.0752560142423164,53.0,47.97000000000001,6.0,0.013333333333333334,1,
190,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean14,0.05,1000,4,9000,450.0,464,1.031111111111111,316,1.0533333333333332,,1.034521282538264,,,,,1,
191,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean15,0.05,1000,4,9000,450.0,353,0.7844444444444444,205,0.6833333333333332,6.4,0.8103211907559733,15.0,22.200000000000003,2.0,0.0044444444444444444,1,
192,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean4,0.05,1000,4,9000,450.0,25,0.05555555555555555,0,0.0,,1.2637362637362637,24.0,18.2,1.0,0.0022222222222222222,1,
193,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean6,0.05,1000,4,9000,450.0,427,0.9488888888888888,321,1.0699999999999998,61.266666666666666,1.7370205170988609,106.25,55.525,4.0,0.008888888888888889,1,
194,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean7,0.05,1000,4,9000,450.0,328,0.7288888888888889,259,0.8633333333333333,25.8625,1.1551766675560713,63.6,49.870000000000005,5.0,0.011111111111111112,1,
195,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean8,0.05,1000,4,9000,450.0,850,1.8888888888888888,601,2.0033333333333334,,1.8883451957295372,,,,,1,
196,3832,2020-11-12,wt,m,210225_s4r1_Results.csv,0,Mean9,0.05,1000,4,9000,450.0,627,1.3933333333333333,403,1.3433333333333333,7.65,1.2570200111751948,,,,,1,
197,3833,2020-11-12,wt,m,210226_s2r2_Results.csv,0,Mean1,0.1,500,4,4500,450.0,298,0.6622222222222222,218,0.7266666666666667,32.775,0.9343064446917392,67.75,69.025,5.0,0.011111111111111112,1,Ni exp
198,3833,2020-11-12,wt,m,210226_s2r2_Results.csv,0,Mean3,0.1,500,4,4500,450.0,628,1.3955555555555554,424,1.4133333333333333,,1.395814781834372,,,,,1,Ni exp
199,3833,2020-11-12,wt,m,210226_s2r2_Results.csv,0,Mean4,0.1,500,4,4500,450.0,120,0.26666666666666666,120,0.39999999999999997,,1.2686567164179103,120.0,93.80000000000001,1.0,0.0022222222222222222,1,Ni exp
200,3833,2020-11-12,wt,m,210226_s2r2_Results.csv,0,Mean5,0.1,500,4,4500,450.0,193,0.4288888888888888,109,0.36333333333333334,95.36666666666667,1.0609518300660223,35.5,36.300000000000004,4.0,0.008888888888888889,1,Ni exp
201,3833,2020-11-12,wt,m,210226_s2r2_Results.csv,0,Mean6,0.1,500,4,4500,450.0,247,0.5488888888888889,118,0.3933333333333333,130.9,1.06567473824111,123.5,114.55000000000001,2.0,0.0044444444444444444,1,Ni exp
202,3833,2020-11-12,wt,m,210226_s2r2_Results.csv,0,Mean7,0.1,500,4,4500,450.0,239,0.5311111111111111,172,0.5733333333333333,105.60000000000001,1.1469402900462795,172.0,131.70000000000002,2.0,0.0044444444444444444,1,Ni exp
203,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean1,0.05,500,4,9000,450.0,153,0.34,153,0.5099999999999999,,1.0879284649776453,147.0,134.20000000000002,1.0,0.0022222222222222222,1,
204,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean10,0.05,500,4,9000,450.0,263,0.5844444444444444,163,0.5433333333333332,10.07,0.7731394907249527,19.8,23.860000000000003,6.0,0.013333333333333334,1,
205,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean11,0.05,500,4,9000,450.0,267,0.5933333333333333,192,0.64,26.9375,1.0075785873590295,58.75,55.2625,5.0,0.011111111111111112,1,
206,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean12,0.05,500,4,9000,450.0,74,0.16444444444444445,17,0.05666666666666667,48.75,0.5406229755992226,16.0,26.400000000000002,2.0,0.0044444444444444444,1,
207,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean13,0.05,500,4,9000,450.0,351,0.7799999999999999,240,0.7999999999999999,11.108333333333334,0.9699527734483141,46.666666666666664,50.26666666666667,7.0,0.015555555555555555,1,
208,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean14,0.05,500,4,9000,450.0,271,0.6022222222222222,167,0.5566666666666666,10.08,0.783170847974084,20.2,23.85,6.0,0.013333333333333334,1,
209,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean15,0.05,500,4,9000,450.0,49,0.10888888888888888,26,0.08666666666666666,118.575,1.1923103263006805,14.0,10.883333333333335,3.0,0.006666666666666667,1,
210,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean16,0.05,500,4,9000,450.0,169,0.37555555555555553,169,0.5633333333333332,,1.3680781758957654,169.0,122.80000000000001,1.0,0.0022222222222222222,1,
211,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean19,0.05,500,4,9000,450.0,241,0.5355555555555556,197,0.6566666666666666,,0.5928906773977196,,,,,1,
212,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean2,0.05,500,4,9000,450.0,206,0.4577777777777778,166,0.5533333333333332,,1.090909090909091,199.0,181.5,1.0,0.0022222222222222222,1,
213,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean20,0.05,500,4,9000,450.0,111,0.24666666666666665,54,0.17999999999999997,40.85,0.8598715572033899,54.5,57.1,2.0,0.0044444444444444444,1,
214,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean21,0.05,500,4,9000,450.0,213,0.4733333333333333,128,0.42666666666666664,9.65,0.7399018314006751,58.333333333333336,70.14999999999999,4.0,0.008888888888888889,1,
215,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean22,0.05,500,4,9000,450.0,147,0.3266666666666666,20,0.06666666666666667,16.35,0.8830943151800108,19.5,21.275000000000002,3.0,0.006666666666666667,1,
216,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean24,0.05,500,4,9000,450.0,178,0.3955555555555555,94,0.3133333333333333,93.875,0.7603412269318396,61.0,89.575,3.0,0.006666666666666667,1,
217,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean25,0.05,500,4,9000,450.0,400,0.8888888888888888,243,0.8099999999999999,65.0,1.252994101531878,18.0,17.35,3.0,0.006666666666666667,1,
218,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean26,0.05,500,4,9000,450.0,267,0.5933333333333333,143,0.4766666666666667,8.5,0.9859790681722634,14.0,12.25,2.0,0.0044444444444444444,1,
219,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean28,0.05,500,4,9000,450.0,124,0.27555555555555555,82,0.2733333333333333,,0.6677471636952997,104.0,154.25,1.0,0.0022222222222222222,1,
220,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean29,0.05,500,4,9000,450.0,177,0.3933333333333333,93,0.31,93.85000000000001,0.7578860209871469,60.5,89.60000000000001,3.0,0.006666666666666667,1,
221,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean3,0.05,500,4,9000,450.0,148,0.3288888888888889,76,0.2533333333333333,14.2375,0.5757012984300868,14.75,23.025,5.0,0.011111111111111112,1,
222,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean31,0.05,500,4,9000,450.0,153,0.34,100,0.3333333333333333,24.26,0.7038828329926684,18.166666666666668,24.349999999999998,6.0,0.013333333333333334,1,
223,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean32,0.05,500,4,9000,450.0,18,0.04,18,0.06,,1.2014134275618373,18.0,14.15,1.0,0.0022222222222222222,1,
224,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean33,0.05,500,4,9000,450.0,161,0.35777777777777775,161,0.5366666666666666,133.0,1.0835075493612076,134.0,123.0,2.0,0.0044444444444444444,1,
225,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean34,0.05,500,4,9000,450.0,253,0.5622222222222222,237,0.7899999999999999,131.75,1.2859551741332704,126.5,81.075,2.0,0.0044444444444444444,1,
226,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean35,0.05,500,4,9000,450.0,290,0.6444444444444444,203,0.6766666666666666,184.20000000000002,1.3207591996903405,198.0,122.5,2.0,0.0044444444444444444,1,
227,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean36,0.05,500,4,9000,450.0,241,0.5355555555555556,144,0.48,122.80000000000001,0.768047652916074,222.0,296.0,2.0,0.0044444444444444444,1,
228,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean37,0.05,500,4,9000,450.0,154,0.3422222222222222,154,0.5133333333333333,,1.1578541103820919,151.0,129.55,1.0,0.0022222222222222222,1,
229,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean38,0.05,500,4,9000,450.0,239,0.5311111111111111,140,0.4666666666666667,39.483333333333334,0.6104642490419587,14.0,25.700000000000003,4.0,0.008888888888888889,1,
230,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean39,0.05,500,4,9000,450.0,189,0.42,153,0.5099999999999999,60.050000000000004,0.7765426612912817,60.333333333333336,66.75,3.0,0.006666666666666667,1,
231,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean4,0.05,500,4,9000,450.0,64,0.14222222222222222,64,0.21333333333333332,12.9,0.893765174767511,29.5,30.1,2.0,0.0044444444444444444,1,
232,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean40,0.05,500,4,9000,450.0,319,0.7088888888888889,234,0.7799999999999999,27.96666666666667,1.163624321099419,95.66666666666667,68.7,4.0,0.008888888888888889,1,
233,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean41,0.05,500,4,9000,450.0,430,0.9555555555555556,283,0.9433333333333334,92.5,1.3062217034521788,175.0,139.5,2.0,0.0044444444444444444,1,
234,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean42,0.05,500,4,9000,450.0,219,0.48666666666666664,162,0.5399999999999999,65.05,1.2457180478819638,68.0,49.866666666666674,4.0,0.008888888888888889,1,
235,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean43,0.05,500,4,9000,450.0,49,0.10888888888888888,24,0.08,,0.5641025641025641,12.0,19.5,1.0,0.0022222222222222222,1,
236,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean44,0.05,500,4,9000,450.0,216,0.48,216,0.7199999999999999,143.65,1.3920929934148596,185.0,127.45,2.0,0.0044444444444444444,1,
237,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean45,0.05,500,4,9000,450.0,153,0.34,153,0.5099999999999999,8.65,1.0384940503283697,72.5,60.175000000000004,2.0,0.0044444444444444444,1,
238,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean46,0.05,500,4,9000,450.0,144,0.32,109,0.36333333333333334,149.025,1.0612045937699794,13.5,14.8,3.0,0.006666666666666667,1,
239,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean47,0.05,500,4,9000,450.0,98,0.21777777777777776,94,0.3133333333333333,38.2,1.08505878045804,45.5,43.525000000000006,2.0,0.0044444444444444444,1,
240,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean5,0.05,500,4,9000,450.0,154,0.3422222222222222,154,0.5133333333333333,,1.027535258562794,154.0,148.9,1.0,0.0022222222222222222,1,
241,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean6,0.05,500,4,9000,450.0,324,0.7199999999999999,245,0.8166666666666667,22.575000000000003,0.732010392162724,37.0,49.85,3.0,0.006666666666666667,1,
242,3835,2020-11-12,wt,m,210304_s4r2_Results.csv,0,Mean9,0.05,500,4,9000,450.0,159,0.35333333333333333,123,0.41,5.9,0.6787068196146824,61.5,99.125,2.0,0.0044444444444444444,1,
243,3906,2020-12-07,wt,m,210312_s3r2_Results.csv,0,Mean1,0.05,500,4,9000,450.0,299,0.6644444444444444,209,0.6966666666666667,9.450000000000001,0.6694156487731704,,,,,1,
244,3906,2020-12-07,wt,m,210312_s3r2_Results.csv,0,Mean10,0.05,500,4,9000,450.0,160,0.3555555555555555,95,0.31666666666666665,29.64166666666667,0.6314015403788297,23.166666666666668,35.82500000000001,7.0,0.015555555555555555,1,
245,3906,2020-12-07,wt,m,210312_s3r2_Results.csv,0,Mean11,0.05,500,4,9000,450.0,267,0.5933333333333333,182,0.6066666666666667,8.375,0.604938397634263,22.0,34.75,3.0,0.006666666666666667,1,
