,animal,birthdate,genotype,recording,start,cell,dt,end,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,control,genotype_2,activity_pos2,freq_pos2,perf_change,sex,exp
235,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean36,0.1,10450,500,4,2,y,0,0,7750,8950,0.7499999999999999,90,120.0,,0.7529610829103215,,,,,0.625,0.6234203875315922,y,wt_ctrl,0.7499999999999999,0.7529610829103215,,,
236,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean37,0.1,4450,500,4,1,y,0,0,3250,4450,0.25,30,120.0,,,,,,,0.25,,y,wt_ctrl,,,,,
237,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean37,0.1,10450,500,4,2,y,0,0,7750,8950,0.008333333333333333,1,120.0,,,,,,,0.25,,y,wt_ctrl,0.008333333333333333,,,,
238,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean38,0.1,4450,500,4,1,y,0,0,3250,4450,0.8083333333333332,97,120.0,,0.8571428571428571,,,,,0.8083333333333332,0.8571428571428571,y,wt_ctrl,,,,,
239,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean38,0.1,10450,500,4,2,y,0,0,7750,8950,0.95,114,120.0,,1.1067580803134183,,,,,0.8083333333333332,0.8571428571428571,y,wt_ctrl,0.95,1.1067580803134183,,,
240,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean39,0.1,4450,500,4,1,y,0,0,3250,4450,0.6,72,120.0,3.9000000000000004,0.6291530329725648,,,,,0.6,0.6291530329725648,y,wt_ctrl,,,,,
241,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean39,0.1,10450,500,4,2,y,0,0,7750,8950,0.675,81,120.0,,0.6762468300929839,,,,,0.6,0.6291530329725648,y,wt_ctrl,0.675,0.6762468300929839,,,
242,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean4,0.1,4450,500,4,1,y,0,0,3250,4450,0.5666666666666667,68,120.0,,0.56731583403895,,,,,0.5666666666666667,0.56731583403895,y,wt_ctrl,,,,,
243,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean4,0.1,10450,500,4,2,y,0,0,7750,8950,0.25,30,120.0,,0.6994818652849741,,,,,0.5666666666666667,0.56731583403895,y,wt_ctrl,0.25,0.6994818652849741,,,
244,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean40,0.1,4450,500,4,1,y,0,0,3250,4450,0.9083333333333333,109,120.0,,0.906801007556675,,,,,0.9083333333333333,0.906801007556675,y,wt_ctrl,,,,,
245,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean40,0.1,10450,500,4,2,y,0,0,7750,8950,1.1583333333333332,139,120.0,,1.157718120805369,,,,,0.9083333333333333,0.906801007556675,y,wt_ctrl,1.1583333333333332,1.157718120805369,,,
246,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean41,0.1,4450,500,4,1,y,0,0,3250,4450,0.5083333333333333,61,120.0,,0.5059021922428331,,,,,0.5083333333333333,0.5059021922428331,y,wt_ctrl,,,,,
247,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean41,0.1,10450,500,4,2,y,0,0,7750,8950,0.5916666666666667,71,120.0,,0.6603773584905661,,,,,0.5083333333333333,0.5059021922428331,y,wt_ctrl,0.5916666666666667,0.6603773584905661,,,
248,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean42,0.1,4450,500,4,1,y,0,0,3250,4450,0.8749999999999999,105,120.0,,0.8702928870292888,,,,,0.8749999999999999,0.8702928870292888,y,wt_ctrl,,,,,
249,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean42,0.1,10450,500,4,2,y,0,0,7750,8950,1.0999999999999999,132,120.0,,1.1111111111111112,,,,,0.8749999999999999,0.8702928870292888,y,wt_ctrl,1.0999999999999999,1.1111111111111112,,,
250,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean6,0.1,4450,500,4,1,y,0,0,3250,4450,0.7666666666666666,92,120.0,,0.7698815566835872,,,,,0.7666666666666666,0.7698815566835872,y,wt_ctrl,,,,,
251,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean6,0.1,10450,500,4,2,y,0,0,7750,8950,0.6916666666666667,83,120.0,31.5,0.8228105154334662,,,,,0.7666666666666666,0.7698815566835872,y,wt_ctrl,0.6916666666666667,0.8228105154334662,,,
252,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean7,0.1,4450,500,4,1,y,0,0,3250,4450,0.7333333333333333,88,120.0,,0.7304785894206548,,,,,0.7333333333333333,0.7304785894206548,y,wt_ctrl,,,,,
253,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean7,0.1,10450,500,4,2,y,0,0,7750,8950,0.8999999999999999,108,120.0,,0.8999158957106812,,,,,0.7333333333333333,0.7304785894206548,y,wt_ctrl,0.8999999999999999,0.8999158957106812,,,
254,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean8,0.1,4450,500,4,1,y,0,0,3250,4450,0.675,81,120.0,,0.6751054852320675,,,,,0.675,0.6751054852320675,y,wt_ctrl,,,,,
255,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean8,0.1,10450,500,4,2,y,0,0,7750,8950,0.8083333333333332,97,120.0,,0.8006672226855712,,,,,0.675,0.6751054852320675,y,wt_ctrl,0.8083333333333332,0.8006672226855712,,,
256,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,0,Mean9,0.1,4450,500,4,1,y,0,0,3250,4450,0.39166666666666666,47,120.0,,0.45138888888888884,14.0,28.8,1.0,0.008333333333333333,0.39166666666666666,0.45138888888888884,y,wt_ctrl,,,,,
257,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean9,0.1,10450,500,4,2,y,0,0,7750,8950,0.024999999999999998,3,120.0,,,,,,,0.39166666666666666,0.45138888888888884,y,wt_ctrl,0.024999999999999998,,,,
258,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,500,4,1,y,0,0,3250,4450,0.008333333333333333,1,120.0,,,,,,,0.008333333333333333,,y,wt_ctrl,,,,,
259,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean10,0.1,10450,500,4,2,y,0,0,7750,8950,0.09999999999999999,12,120.0,,0.5729166666666667,,,,,0.008333333333333333,,y,wt_ctrl,0.09999999999999999,0.5729166666666667,,,
260,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean12,0.1,4450,500,4,1,y,0,0,3250,4450,0.575,69,120.0,38.900000000000006,0.8395778875012101,,,,,0.575,0.8395778875012101,y,wt_ctrl,,,,,
261,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean12,0.1,10450,500,4,2,y,0,0,7750,8950,0.15,18,120.0,,0.4938271604938272,,,,,0.575,0.8395778875012101,y,wt_ctrl,0.15,0.4938271604938272,,,
262,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean13,0.1,4450,500,4,1,y,0,0,3250,4450,0.3416666666666666,41,120.0,,0.37572254335260113,14.0,34.6,1.0,0.008333333333333333,0.3416666666666666,0.37572254335260113,y,wt_ctrl,,,,,
263,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean13,0.1,10450,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.3416666666666666,0.37572254335260113,y,wt_ctrl,0,,,,
264,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean14,0.1,4450,500,4,1,y,0,0,3250,4450,1.1333333333333333,136,120.0,,1.1278195488721805,,,,,1.1333333333333333,1.1278195488721805,y,wt_ctrl,,,,,
265,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean14,0.1,10450,500,4,2,y,0,0,7750,8950,0.6416666666666666,77,120.0,,0.6769230769230768,,,,,1.1333333333333333,1.1278195488721805,y,wt_ctrl,0.6416666666666666,0.6769230769230768,,,
266,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean15,0.1,4450,500,4,1,y,0,0,3250,4450,0.7833333333333333,94,120.0,,0.7861369399830938,,,,,0.7833333333333333,0.7861369399830938,y,wt_ctrl,,,,,
267,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean15,0.1,10450,500,4,2,y,0,0,7750,8950,0.425,51,120.0,21.200000000000003,0.49327772936636377,14.0,27.700000000000003,2.0,0.016666666666666666,0.7833333333333333,0.7861369399830938,y,wt_ctrl,0.425,0.49327772936636377,,,
268,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean16,0.1,4450,500,4,1,y,0,0,3250,4450,0.21666666666666667,26,120.0,74.0,0.5408529208434151,,,,,0.21666666666666667,0.5408529208434151,y,wt_ctrl,,,,,
269,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean16,0.1,10450,500,4,2,y,0,0,7750,8950,0.041666666666666664,5,120.0,,,,,,,0.21666666666666667,0.5408529208434151,y,wt_ctrl,0.041666666666666664,,,,
270,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean17,0.1,4450,500,4,1,y,0,0,3250,4450,0.13333333333333333,16,120.0,,0.7246376811594202,,,,,0.13333333333333333,0.7246376811594202,y,wt_ctrl,,,,,
271,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean17,0.1,10450,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.13333333333333333,0.7246376811594202,y,wt_ctrl,0,,,,
272,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean18,0.1,4450,500,4,1,y,0,0,3250,4450,0.5333333333333333,64,120.0,33.1,0.7236172701798296,,,,,0.5333333333333333,0.7236172701798296,y,wt_ctrl,,,,,
273,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean18,0.1,10450,500,4,2,y,0,0,7750,8950,0.008333333333333333,1,120.0,,,,,,,0.5333333333333333,0.7236172701798296,y,wt_ctrl,0.008333333333333333,,,,
274,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean19,0.1,4450,500,4,1,y,0,0,3250,4450,1.0083333333333333,121,120.0,,1.0050251256281406,,,,,1.0083333333333333,1.0050251256281406,y,wt_ctrl,,,,,
275,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean19,0.1,10450,500,4,2,y,0,0,7750,8950,0.049999999999999996,6,120.0,,,,,,,1.0083333333333333,1.0050251256281406,y,wt_ctrl,0.049999999999999996,,,,
276,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean2,0.1,4450,500,4,1,y,0,0,3250,4450,1.2166666666666666,146,120.0,,1.2144053601340032,,,,,1.2166666666666666,1.2144053601340032,y,wt_ctrl,,,,,
277,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean2,0.1,10450,500,4,2,y,0,0,7750,8950,0.7916666666666666,95,120.0,,0.7852965747702588,,,,,1.2166666666666666,1.2144053601340032,y,wt_ctrl,0.7916666666666666,0.7852965747702588,,,
278,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean20,0.1,4450,500,4,1,y,0,0,3250,4450,0.9916666666666666,119,120.0,,0.9882747068676716,,,,,0.9916666666666666,0.9882747068676716,y,wt_ctrl,,,,,
279,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean20,0.1,10450,500,4,2,y,0,0,7750,8950,0.049999999999999996,6,120.0,,,,,,,0.9916666666666666,0.9882747068676716,y,wt_ctrl,0.049999999999999996,,,,
280,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean21,0.1,4450,500,4,1,y,0,0,3250,4450,0.36666666666666664,44,120.0,53.400000000000006,0.4838528818120655,11.0,26.0,2.0,0.016666666666666666,0.36666666666666664,0.4838528818120655,y,wt_ctrl,,,,,
281,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean21,0.1,10450,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.36666666666666664,0.4838528818120655,y,wt_ctrl,0,,,,
282,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean22,0.1,4450,500,4,1,y,0,0,3250,4450,0.24166666666666664,29,120.0,,1.0256410256410255,,,,,0.24166666666666664,1.0256410256410255,y,wt_ctrl,,,,,
283,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean22,0.1,10450,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.24166666666666664,1.0256410256410255,y,wt_ctrl,0,,,,
284,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean23,0.1,4450,500,4,1,y,0,0,3250,4450,0.325,39,120.0,,0.7983193277310924,,,,,0.325,0.7983193277310924,y,wt_ctrl,,,,,
285,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean23,0.1,10450,500,4,2,y,0,0,7750,8950,0.11666666666666667,14,120.0,,0.6499999999999999,14.0,20.0,1.0,0.008333333333333333,0.325,0.7983193277310924,y,wt_ctrl,0.11666666666666667,0.6499999999999999,,,
286,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean3,0.1,4450,500,4,1,y,0,0,3250,4450,1.1666666666666665,140,120.0,,1.1641541038525962,,,,,1.1666666666666665,1.1641541038525962,y,wt_ctrl,,,,,
287,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean3,0.1,10450,500,4,2,y,0,0,7750,8950,0.6333333333333333,76,120.0,4.1000000000000005,0.6604928822899128,,,,,1.1666666666666665,1.1641541038525962,y,wt_ctrl,0.6333333333333333,0.6604928822899128,,,
288,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean4,0.1,4450,500,4,1,y,0,0,3250,4450,0.8749999999999999,105,120.0,,0.8739495798319328,,,,,0.8749999999999999,0.8739495798319328,y,wt_ctrl,,,,,
289,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean4,0.1,10450,500,4,2,y,0,0,7750,8950,0.65,78,120.0,,0.6465155331654071,,,,,0.8749999999999999,0.8739495798319328,y,wt_ctrl,0.65,0.6465155331654071,,,
290,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean5,0.1,4450,500,4,1,y,0,0,3250,4450,0.6666666666666666,80,120.0,44.7,1.01272043396904,,,,,0.6666666666666666,1.01272043396904,y,wt_ctrl,,,,,
291,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean5,0.1,10450,500,4,2,y,0,0,7750,8950,0.8083333333333332,97,120.0,,0.8297320656871218,,,,,0.6666666666666666,1.01272043396904,y,wt_ctrl,0.8083333333333332,0.8297320656871218,,,
292,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean6,0.1,4450,500,4,1,y,0,0,3250,4450,0.7249999999999999,87,120.0,,0.728813559322034,,,,,0.7249999999999999,0.728813559322034,y,wt_ctrl,,,,,
293,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean6,0.1,10450,500,4,2,y,0,0,7750,8950,0.44166666666666665,53,120.0,4.0,0.4866132835527608,38.0,72.7,2.0,0.016666666666666666,0.7249999999999999,0.728813559322034,y,wt_ctrl,0.44166666666666665,0.4866132835527608,,,
294,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean7,0.1,4450,500,4,1,y,0,0,3250,4450,0.6583333333333332,79,120.0,,0.6660973526900086,,,,,0.6583333333333332,0.6660973526900086,y,wt_ctrl,,,,,
295,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean7,0.1,10450,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.6583333333333332,0.6660973526900086,y,wt_ctrl,0,,,,
296,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean8,0.1,4450,500,4,1,y,0,0,3250,4450,0.5583333333333332,67,120.0,,0.564585115483319,,,,,0.5583333333333332,0.564585115483319,y,wt_ctrl,,,,,
297,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean8,0.1,10450,500,4,2,y,0,0,7750,8950,0.075,9,120.0,,,,,,,0.5583333333333332,0.564585115483319,y,wt_ctrl,0.075,,,,
298,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean9,0.1,4450,500,4,1,y,0,0,3250,4450,0.5,60,120.0,,0.5503731343283581,,,,,0.5,0.5503731343283581,y,wt_ctrl,,,,,
299,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean9,0.1,10450,500,4,2,y,0,0,7750,8950,0.18333333333333332,22,120.0,,,,,,,0.5,0.5503731343283581,y,wt_ctrl,0.18333333333333332,,,,
300,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,500,4,1,y,0,0,3250,4450,0.7583333333333333,91,120.0,9.25,0.8224797178488569,26.0,32.300000000000004,3.0,0.025,0.7583333333333333,0.8224797178488569,y,KO_ctrl,,,,,
301,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean10,0.1,10450,500,4,2,y,0,0,7750,8950,0.11666666666666667,14,120.0,,,,,,,0.7583333333333333,0.8224797178488569,y,KO_ctrl,0.11666666666666667,,,,
302,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean11,0.1,4450,500,4,1,y,0,0,3250,4450,0.7999999999999999,96,120.0,12.0,0.9045174969036672,34.0,39.5,3.0,0.025,0.7999999999999999,0.9045174969036672,y,KO_ctrl,,,,,
303,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean11,0.1,10450,500,4,2,y,0,0,7750,8950,0.20833333333333331,25,120.0,,,,,,,0.7999999999999999,0.9045174969036672,y,KO_ctrl,0.20833333333333331,,,,
304,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean12,0.1,4450,500,4,1,y,0,0,3250,4450,0.8583333333333333,103,120.0,6.8500000000000005,0.990495315391772,15.25,14.625,5.0,0.041666666666666664,0.8583333333333333,0.990495315391772,y,KO_ctrl,,,,,
305,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean12,0.1,10450,500,4,2,y,0,0,7750,8950,0.2833333333333333,34,120.0,,1.1228070175438596,,,,,0.8583333333333333,0.990495315391772,y,KO_ctrl,0.2833333333333333,1.1228070175438596,,,
306,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean13,0.1,4450,500,4,1,y,0,0,3250,4450,1.7166666666666666,206,120.0,,1.718357082984074,,,,,1.7166666666666666,1.718357082984074,y,KO_ctrl,,,,,
307,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean13,0.1,10450,500,4,2,y,0,0,7750,8950,0.8749999999999999,105,120.0,2.6,1.2992891311391053,53.0,38.300000000000004,2.0,0.016666666666666666,1.7166666666666666,1.718357082984074,y,KO_ctrl,0.8749999999999999,1.2992891311391053,,,
308,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean14,0.1,4450,500,4,1,y,0,0,3250,4450,0.075,9,120.0,,,,,,,0.075,,y,KO_ctrl,,,,,
309,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean14,0.1,10450,500,4,2,y,0,0,7750,8950,0.008333333333333333,1,120.0,,,,,,,0.075,,y,KO_ctrl,0.008333333333333333,,,,
310,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean17,0.1,4450,500,4,1,y,0,0,3250,4450,0.41666666666666663,50,120.0,,0.8092485549132947,15.0,17.3,1.0,0.008333333333333333,0.41666666666666663,0.8092485549132947,y,KO_ctrl,,,,,
311,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean17,0.1,10450,500,4,2,y,0,0,7750,8950,0.058333333333333334,7,120.0,,,,,,,0.41666666666666663,0.8092485549132947,y,KO_ctrl,0.058333333333333334,,,,
312,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean18,0.1,4450,500,4,1,y,0,0,3250,4450,1.2083333333333333,145,120.0,2.45,1.5227725617336005,35.0,21.650000000000002,3.0,0.025,1.2083333333333333,1.5227725617336005,y,KO_ctrl,,,,,
313,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean18,0.1,10450,500,4,2,y,0,0,7750,8950,0.5666666666666667,68,120.0,,1.0769230769230766,15.0,13.0,1.0,0.008333333333333333,1.2083333333333333,1.5227725617336005,y,KO_ctrl,0.5666666666666667,1.0769230769230766,,,
314,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean2,0.1,4450,500,4,1,y,0,0,3250,4450,1.3166666666666664,158,120.0,1.9000000000000001,1.3071941934106597,,,,,1.3166666666666664,1.3071941934106597,y,KO_ctrl,,,,,
315,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean2,0.1,10450,500,4,2,y,0,0,7750,8950,0.9249999999999999,111,120.0,1.85,0.931957506829276,28.5,30.5,3.0,0.025,1.3166666666666664,1.3071941934106597,y,KO_ctrl,0.9249999999999999,0.931957506829276,,,
316,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean3,0.1,4450,500,4,1,y,0,0,3250,4450,0.27499999999999997,33,120.0,,0.9389671361502346,,,,,0.27499999999999997,0.9389671361502346,y,KO_ctrl,,,,,
317,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean3,0.1,10450,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.27499999999999997,0.9389671361502346,y,KO_ctrl,0,,,,
318,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean4,0.1,4450,500,4,1,y,0,0,3250,4450,0.23333333333333334,28,120.0,,0.8620689655172414,21.0,23.200000000000003,1.0,0.008333333333333333,0.23333333333333334,0.8620689655172414,y,KO_ctrl,,,,,
319,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean4,0.1,10450,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.23333333333333334,0.8620689655172414,y,KO_ctrl,0,,,,
320,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean5,0.1,4450,500,4,1,y,0,0,3250,4450,0.325,39,120.0,,1.1557788944723617,24.0,19.900000000000002,1.0,0.008333333333333333,0.325,1.1557788944723617,y,KO_ctrl,,,,,
321,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean5,0.1,10450,500,4,2,y,0,0,7750,8950,0.08333333333333333,10,120.0,,,,,,,0.325,1.1557788944723617,y,KO_ctrl,0.08333333333333333,,,,
322,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean6,0.1,4450,500,4,1,y,0,0,3250,4450,1.2166666666666666,146,120.0,32.7,1.4044637572812508,,,,,1.2166666666666666,1.4044637572812508,y,KO_ctrl,,,,,
323,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean6,0.1,10450,500,4,2,y,0,0,7750,8950,0.5333333333333333,64,120.0,76.60000000000001,1.4003075114186223,,,,,1.2166666666666666,1.4044637572812508,y,KO_ctrl,0.5333333333333333,1.4003075114186223,,,
324,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean7,0.1,4450,500,4,1,y,0,0,3250,4450,1.2916666666666667,155,120.0,,1.2919463087248322,,,,,1.2916666666666667,1.2919463087248322,y,KO_ctrl,,,,,
325,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean7,0.1,10450,500,4,2,y,0,0,7750,8950,0.9333333333333333,112,120.0,5.95,0.939417681221177,24.0,26.900000000000002,3.0,0.025,1.2916666666666667,1.2919463087248322,y,KO_ctrl,0.9333333333333333,0.939417681221177,,,
326,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean8,0.1,4450,500,4,1,y,0,0,3250,4450,0.575,69,120.0,,1.146384479717813,66.0,56.7,1.0,0.008333333333333333,0.575,1.146384479717813,y,KO_ctrl,,,,,
327,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean8,0.1,10450,500,4,2,y,0,0,7750,8950,0.16666666666666666,20,120.0,,,,,,,0.575,1.146384479717813,y,KO_ctrl,0.16666666666666666,,,,
328,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean9,0.1,4450,500,4,1,y,0,0,3250,4450,0.8083333333333332,97,120.0,11.05,0.8314534231200899,38.0,43.2,3.0,0.025,0.8083333333333332,0.8314534231200899,y,KO_ctrl,,,,,
329,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean9,0.1,10450,500,4,2,y,0,0,7750,8950,0.7166666666666667,86,120.0,6.966666666666668,0.7657306121746666,19.5,24.450000000000003,4.0,0.03333333333333333,0.8083333333333332,0.8314534231200899,y,KO_ctrl,0.7166666666666667,0.7657306121746666,,,
330,6093,2022-11-05,wt,230302_slice06_500pM_AngII_ctrl_results.csv,0,Mean1,0.1,4450,500,4,1,y,0,0,3250,4450,0.2833333333333333,34,120.0,,0.38363171355498715,,,,,0.2833333333333333,0.38363171355498715,y,wt_ctrl,,,,,
331,6093,2022-11-05,wt,230302_slice06_500pM_AngII_ctrl_results.csv,4450,Mean1,0.1,10450,500,4,2,y,0,0,7750,8950,0.19166666666666665,23,120.0,,,,,,,0.2833333333333333,0.38363171355498715,y,wt_ctrl,0.19166666666666665,,,,
332,6093,2022-11-05,wt,230302_slice06_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,500,4,1,y,0,0,3250,4450,0.475,57,120.0,44.900000000000006,0.7611984629378677,,,,,0.475,0.7611984629378677,y,wt_ctrl,,,,,
333,6093,2022-11-05,wt,230302_slice06_500pM_AngII_ctrl_results.csv,4450,Mean10,0.1,10450,500,4,2,y,0,0,7750,8950,0.8833333333333333,106,120.0,4.3,0.8501953244216566,,,,,0.475,0.7611984629378677,y,wt_ctrl,0.8833333333333333,0.8501953244216566,,,
