,animal,birthdate,genotype,recording,start,cell,dt,end,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,control,genotype_2,activity_pos2,freq_pos2,perf_change,sex,exp,freq_exist,count,rel_activity,rel_intraburst_freq
198,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean36,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.7499999999999999,90,120.0,,0.7529610829103215,,,,,0.625,0.6234203875315922,y,wt_ctrl,0.7499999999999999,0.7529610829103215,,,,1.0,31,1.8194580934999294,0.9483016720764698
199,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean37,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0083333333333333,1,120.0,,,,,,,0.25,,y,wt_ctrl,0.0083333333333333,,,,,,31,0.020216201038888028,
200,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean38,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.95,114,120.0,,1.1067580803134185,,,,,0.8083333333333332,0.8571428571428571,y,wt_ctrl,0.95,1.1067580803134185,,,,1.0,31,2.304646918433244,1.393884175379566
201,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean39,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.675,81,120.0,,0.6762468300929839,,,,,0.6,0.6291530329725648,y,wt_ctrl,0.675,0.6762468300929839,,,,1.0,31,1.6375122841499368,0.8516854513050137
202,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean4,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.25,30,120.0,,0.6994818652849741,,,,,0.5666666666666667,0.56731583403895,y,wt_ctrl,0.25,0.6994818652849741,,,,1.0,31,0.6064860311666432,0.8809483484499172
203,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean40,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,1.1583333333333332,139,120.0,,1.157718120805369,,,,,0.9083333333333332,0.906801007556675,y,wt_ctrl,1.1583333333333332,1.157718120805369,,,,1.0,31,2.810051944405447,1.4580647720988749
204,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean41,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.5916666666666667,71,120.0,,0.6603773584905661,,,,,0.5083333333333333,0.5059021922428331,y,wt_ctrl,0.5916666666666667,0.6603773584905661,,,,1.0,31,1.4353502737610557,0.8316989648887758
205,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean42,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,1.1,132,120.0,,1.1111111111111112,,,,,0.8749999999999999,0.8702928870292888,y,wt_ctrl,1.1,1.1111111111111112,,,,1.0,31,2.6685385371332306,1.3993665123525434
206,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean6,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.6916666666666667,83,120.0,31.5,0.8228105154334662,,,,,0.7666666666666666,0.7698815566835872,y,wt_ctrl,0.6916666666666667,0.8228105154334662,,,,1.0,31,1.677944686227713,1.0362721331782152
207,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean7,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.8999999999999999,108,120.0,,0.8999158957106812,,,,,0.7333333333333333,0.7304785894206548,y,wt_ctrl,0.8999999999999999,0.8999158957106812,,,,1.0,31,2.1833497121999152,1.133380951552144
208,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean8,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.8083333333333332,97,120.0,,0.8006672226855712,,,,,0.675,0.6751054852320675,y,wt_ctrl,0.8083333333333332,0.8006672226855712,,,,1.0,31,1.9609715007721462,1.0083842090680544
209,6092,2022-11-05,wt,230227_slice01_500pM_AngII_ctrl_results.csv,4450,Mean9,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0249999999999999,3,120.0,,,,,,,0.3916666666666666,0.4513888888888888,y,wt_ctrl,0.0249999999999999,,,,,,31,0.060648603116664083,
210,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean12,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.575,69,120.0,38.900000000000006,0.8395778875012101,,,,,0.575,0.8395778875012101,y,wt_ctrl,,,,,,1.0,19,0.920852641334569,0.9939790994346763
211,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean13,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.3416666666666666,41,120.0,,0.3757225433526011,14.0,34.6,1.0,0.0083333333333333,0.3416666666666666,0.3757225433526011,y,wt_ctrl,,,,,,1.0,19,0.5471733086190916,0.44481918930765824
212,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean14,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.1333333333333333,136,120.0,,1.1278195488721805,,,,,1.1333333333333333,1.1278195488721805,y,wt_ctrl,,,,,,1.0,19,1.8150139017608897,1.3352293768113053
213,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean15,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.7833333333333333,94,120.0,,0.7861369399830938,,,,,0.7833333333333333,0.7861369399830938,y,wt_ctrl,,,,,,1.0,19,1.2544949026876737,0.9307101809962824
214,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean16,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.2166666666666666,26,120.0,74.0,0.5408529208434151,,,,,0.2166666666666666,0.5408529208434151,y,wt_ctrl,,,,,,1.0,19,0.3469879518072288,0.6403176014873035
215,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean18,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.5333333333333333,64,120.0,33.1,0.7236172701798296,,,,,0.5333333333333333,0.7236172701798296,y,wt_ctrl,,,,,,1.0,19,0.8541241890639482,0.8566929325514058
216,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean19,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.0083333333333333,121,120.0,,1.0050251256281406,,,,,1.0083333333333333,1.0050251256281406,y,wt_ctrl,,,,,,1.0,19,1.614828544949027,1.1898526439926538
217,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean2,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.2166666666666666,146,120.0,,1.2144053601340032,,,,,1.2166666666666666,1.2144053601340032,y,wt_ctrl,,,,,,1.0,19,1.9484708063021314,1.4377386114911233
218,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean20,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.9916666666666666,119,120.0,,0.9882747068676716,,,,,0.9916666666666666,0.9882747068676716,y,wt_ctrl,,,,,,1.0,19,1.5881371640407784,1.1700217665927761
219,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean21,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.3666666666666666,44,120.0,53.400000000000006,0.4838528818120655,11.0,26.0,2.0,0.0166666666666666,0.3666666666666666,0.4838528818120655,y,wt_ctrl,,,,,,1.0,19,0.5872103799814642,0.5728350625739135
220,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean22,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.2416666666666666,29,120.0,,1.0256410256410255,,,,,0.2416666666666666,1.0256410256410255,y,wt_ctrl,,,,,,1.0,19,0.3870250231696014,1.21425987771558
221,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean23,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.325,39,120.0,,0.7983193277310924,,,,,0.325,0.7983193277310924,y,wt_ctrl,,,,,,1.0,19,0.5204819277108435,0.9451329510370219
222,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean3,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.1666666666666663,140,120.0,,1.1641541038525962,,,,,1.1666666666666663,1.1641541038525962,y,wt_ctrl,,,,,,1.0,19,1.8683966635773859,1.3782459792914907
223,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean4,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.8749999999999999,105,120.0,,0.8739495798319328,,,,,0.8749999999999999,0.8739495798319328,y,wt_ctrl,,,,,,1.0,19,1.4012974976830397,1.0346718621878976
224,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean5,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.6666666666666666,80,120.0,44.7,1.01272043396904,,,,,0.6666666666666666,1.01272043396904,y,wt_ctrl,,,,,,1.0,19,1.0676552363299352,1.198963145553533
225,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean6,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.7249999999999999,87,120.0,,0.728813559322034,,,,,0.7249999999999999,0.728813559322034,y,wt_ctrl,,,,,,1.0,19,1.1610750695088043,0.8628448368343339
226,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean7,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.6583333333333332,79,120.0,,0.6660973526900086,,,,,0.6583333333333332,0.6660973526900086,y,wt_ctrl,,,,,,1.0,19,1.0543095458758107,0.7885949077734404
227,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean8,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.5583333333333332,67,120.0,,0.564585115483319,,,,,0.5583333333333332,0.564585115483319,y,wt_ctrl,,,,,,1.0,19,0.8941612604263205,0.6684142269546414
228,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,0,Mean9,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.5,60,120.0,,0.5503731343283581,,,,,0.5,0.5503731343283581,y,wt_ctrl,,,,,,1.0,19,0.8007414272474513,0.6515886144178054
229,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean12,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.15,18,120.0,,0.4938271604938272,,,,,0.575,0.8395778875012101,y,wt_ctrl,0.15,0.4938271604938272,,,,1.0,9,0.36389161869998593,0.6219406721566859
230,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean13,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0,0,120.0,,,,,,,0.3416666666666666,0.3757225433526011,y,wt_ctrl,0.0,,,,,,9,0.0,
231,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean14,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.6416666666666666,77,120.0,,0.6769230769230768,,,,,1.1333333333333333,1.1278195488721805,y,wt_ctrl,0.6416666666666666,0.6769230769230768,,,,1.0,9,1.5566474799943841,0.8525371367563186
232,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean15,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.425,51,120.0,21.200000000000003,0.4932777293663637,14.0,27.700000000000003,2.0,0.0166666666666666,0.7833333333333333,0.7861369399830938,y,wt_ctrl,0.425,0.4932777293663637,,,,1.0,9,1.0310262529832934,0.6212487021881311
233,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean16,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0416666666666666,5,120.0,,,,,,,0.2166666666666666,0.5408529208434151,y,wt_ctrl,0.0416666666666666,,,,,,9,0.10108100519444038,
234,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean18,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0083333333333333,1,120.0,,,,,,,0.5333333333333333,0.7236172701798296,y,wt_ctrl,0.0083333333333333,,,,,,9,0.020216201038888028,
235,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean19,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0499999999999999,6,120.0,,,,,,,1.0083333333333333,1.0050251256281406,y,wt_ctrl,0.0499999999999999,,,,,,9,0.1212972062333284,
236,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean2,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.7916666666666666,95,120.0,,0.7852965747702588,,,,,1.2166666666666666,1.2144053601340032,y,wt_ctrl,0.7916666666666666,0.7852965747702588,,,,1.0,9,1.9205390986943702,0.9890259560987898
237,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean20,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0499999999999999,6,120.0,,,,,,,0.9916666666666666,0.9882747068676716,y,wt_ctrl,0.0499999999999999,,,,,,9,0.1212972062333284,
238,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean21,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0,0,120.0,,,,,,,0.3666666666666666,0.4838528818120655,y,wt_ctrl,0.0,,,,,,9,0.0,
239,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean22,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0,0,120.0,,,,,,,0.2416666666666666,1.0256410256410255,y,wt_ctrl,0.0,,,,,,9,0.0,
240,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean23,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.1166666666666666,14,120.0,,0.6499999999999999,14.0,20.0,1.0,0.0083333333333333,0.325,0.7983193277310924,y,wt_ctrl,0.1166666666666666,0.6499999999999999,,,,1.0,9,0.28302681454443335,0.8186294097262378
241,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean3,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.6333333333333333,76,120.0,4.1000000000000005,0.6604928822899128,,,,,1.1666666666666663,1.1641541038525962,y,wt_ctrl,0.6333333333333333,0.6604928822899128,,,,1.0,9,1.5364312789554961,0.8318444590113427
242,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean4,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.65,78,120.0,,0.6465155331654071,,,,,0.8749999999999999,0.8739495798319328,y,wt_ctrl,0.65,0.6465155331654071,,,,1.0,9,1.5768636810332723,0.8142409681446787
243,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean5,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.8083333333333332,97,120.0,,0.8297320656871218,,,,,0.6666666666666666,1.01272043396904,y,wt_ctrl,0.8083333333333332,0.8297320656871218,,,,1.0,9,1.9609715007721462,1.0449893402528931
244,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean6,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.4416666666666666,53,120.0,4.0,0.4866132835527608,38.0,72.7,2.0,0.0166666666666666,0.7249999999999999,0.728813559322034,y,wt_ctrl,0.4416666666666666,0.4866132835527608,,,,1.0,9,1.0714586550610696,0.6128553001226815
245,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean7,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0,0,120.0,,,,,,,0.6583333333333332,0.6660973526900086,y,wt_ctrl,0.0,,,,,,9,0.0,
246,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean8,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.075,9,120.0,,,,,,,0.5583333333333332,0.564585115483319,y,wt_ctrl,0.075,,,,,,9,0.18194580934999297,
247,6223,2022-12-10,wt,230228_slice01_500pM_AngII_ctrl_results.csv,4450,Mean9,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.1833333333333333,22,120.0,,,,,,,0.5,0.5503731343283581,y,wt_ctrl,0.1833333333333333,,,,,,9,0.4447564228555383,
248,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.7583333333333333,91,120.0,9.25,0.8224797178488569,26.0,32.300000000000004,3.0,0.025,0.7583333333333333,0.8224797178488569,y,KO_ctrl,,,,,,1.0,14,0.6171760091518224,0.5815816725572196
249,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean11,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.7999999999999999,96,120.0,12.0,0.9045174969036672,34.0,39.5,3.0,0.025,0.7999999999999999,0.9045174969036672,y,KO_ctrl,,,,,,1.0,14,0.651086778885439,0.6395912109326619
250,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean12,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.8583333333333333,103,120.0,6.8500000000000005,0.990495315391772,15.25,14.625,5.0,0.0416666666666666,0.8583333333333333,0.990495315391772,y,KO_ctrl,,,,,,1.0,14,0.6985618565125022,0.7003867811990182
251,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean13,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.7166666666666666,206,120.0,,1.718357082984074,,,,,1.7166666666666666,1.718357082984074,y,KO_ctrl,,,,,,1.0,14,1.3971237130250045,1.2150633805125286
252,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean17,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.4166666666666666,50,120.0,,0.8092485549132947,15.0,17.3,1.0,0.0083333333333333,0.4166666666666666,0.8092485549132947,y,KO_ctrl,,,,,,1.0,14,0.3391076973361661,0.5722258164759692
253,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean18,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.2083333333333333,145,120.0,2.45,1.5227725617336003,35.0,21.65,3.0,0.025,1.2083333333333333,1.5227725617336003,y,KO_ctrl,,,,,,1.0,14,0.9834123222748817,1.0767640759501558
254,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean2,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.3166666666666664,158,120.0,1.9,1.3071941934106597,,,,,1.3166666666666664,1.3071941934106597,y,KO_ctrl,,,,,,1.0,14,1.071580323582285,0.9243269698482252
255,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean3,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.2749999999999999,33,120.0,,0.9389671361502346,,,,,0.2749999999999999,0.9389671361502346,y,KO_ctrl,,,,,,1.0,14,0.22381108024186958,0.6639508132149072
256,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean4,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.2333333333333333,28,120.0,,0.8620689655172414,21.0,23.200000000000003,1.0,0.0083333333333333,0.2333333333333333,0.8620689655172414,y,KO_ctrl,,,,,,1.0,14,0.189900310508253,0.6095755310981693
257,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean5,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.325,39,120.0,,1.1557788944723617,24.0,19.9,1.0,0.0083333333333333,0.325,1.1557788944723617,y,KO_ctrl,,,,,,1.0,14,0.26450400392220963,0.8172600587788519
258,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean6,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.2166666666666666,146,120.0,32.7,1.4044637572812508,,,,,1.2166666666666666,1.4044637572812508,y,KO_ctrl,,,,,,1.0,14,0.9901944762216051,0.9931070192733045
259,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean7,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,1.2916666666666667,155,120.0,,1.2919463087248322,,,,,1.2916666666666667,1.2919463087248322,y,KO_ctrl,,,,,,1.0,14,1.051233861742115,0.9135450744578603
260,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean8,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.575,69,120.0,,1.146384479717813,66.0,56.7,1.0,0.0083333333333333,0.575,1.146384479717813,y,KO_ctrl,,,,,,1.0,14,0.46796862232390923,0.8106171965573538
261,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,0,Mean9,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.8083333333333332,97,120.0,11.05,0.8314534231200899,38.0,43.2,3.0,0.025,0.8083333333333332,0.8314534231200899,y,KO_ctrl,,,,,,1.0,14,0.6578689328321623,0.5879270478989107
262,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean10,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.1166666666666666,14,120.0,,,,,,,0.7583333333333333,0.8224797178488569,y,KO_ctrl,0.1166666666666666,,,,,,7,0.12980339588918668,
263,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean11,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.2083333333333333,25,120.0,,,,,,,0.7999999999999999,0.9045174969036672,y,KO_ctrl,0.2083333333333333,,,,,,7,0.23179177837354772,
264,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean12,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.2833333333333333,34,120.0,,1.1228070175438596,,,,,0.8583333333333333,0.990495315391772,y,KO_ctrl,0.2833333333333333,1.1228070175438596,,,,1.0,7,0.315236818588025,0.8202283445286153
265,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean13,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.8749999999999999,105,120.0,2.6,1.2992891311391053,53.0,38.3,2.0,0.0166666666666666,1.7166666666666666,1.718357082984074,y,KO_ctrl,0.8749999999999999,1.2992891311391053,,,,1.0,7,0.9735254691689006,0.94915132916563
266,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean17,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0583333333333333,7,120.0,,,,,,,0.4166666666666666,0.8092485549132947,y,KO_ctrl,0.0583333333333333,,,,,,7,0.06490169794459334,
267,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean18,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.5666666666666667,68,120.0,,1.0769230769230766,15.0,13.0,1.0,0.0083333333333333,1.2083333333333333,1.5227725617336003,y,KO_ctrl,0.5666666666666667,1.0769230769230766,,,,1.0,7,0.63047363717605,0.786709397757013
268,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean2,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.925,111,120.0,1.85,0.931957506829276,28.5,30.5,3.0,0.025,1.3166666666666664,1.3071941934106597,y,KO_ctrl,0.925,0.931957506829276,,,,1.0,7,1.0291554959785523,0.6808097482947311
269,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean3,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0,0,120.0,,,,,,,0.2749999999999999,0.9389671361502346,y,KO_ctrl,0.0,,,,,,7,0.0,
270,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean4,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0,0,120.0,,,,,,,0.2333333333333333,0.8620689655172414,y,KO_ctrl,0.0,,,,,,7,0.0,
271,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean5,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.0833333333333333,10,120.0,,,,,,,0.325,1.1557788944723617,y,KO_ctrl,0.0833333333333333,,,,,,7,0.09271671134941908,
272,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean6,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.5333333333333333,64,120.0,76.60000000000001,1.4003075114186223,,,,,1.2166666666666666,1.4044637572812508,y,KO_ctrl,0.5333333333333333,1.4003075114186223,,,,1.0,7,0.5933869526362823,1.0229468590554258
273,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean7,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.9333333333333332,112,120.0,5.95,0.939417681221177,24.0,26.9,3.0,0.025,1.2916666666666667,1.2919463087248322,y,KO_ctrl,0.9333333333333332,0.939417681221177,,,,1.0,7,1.038427167113494,0.6862595240761018
274,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean8,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.1666666666666666,20,120.0,,,,,,,0.575,1.146384479717813,y,KO_ctrl,0.1666666666666666,,,,,,7,0.18543342269883817,
275,6096,2022-11-05,KO,230302_slice03_500pM_AngII_ctrl_results.csv,4450,Mean9,0.1,10450,500,4.0,2,y,0.0,0.0,7750,8950,0.7166666666666667,86,120.0,6.966666666666668,0.7657306121746666,19.5,24.450000000000003,4.0,0.0333333333333333,0.8083333333333332,0.8314534231200899,y,KO_ctrl,0.7166666666666667,0.7657306121746666,,,,1.0,7,0.7973637176050044,0.5593783638374668
276,6093,2022-11-05,wt,230302_slice06_500pM_AngII_ctrl_results.csv,0,Mean1,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.2833333333333333,34,120.0,,0.3836317135549871,,,,,0.2833333333333333,0.3836317135549871,y,wt_ctrl,,,,,,1.0,22,0.45375347544022243,0.4541828826493697
277,6093,2022-11-05,wt,230302_slice06_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.475,57,120.0,44.900000000000006,0.7611984629378677,,,,,0.475,0.7611984629378677,y,wt_ctrl,,,,,,1.0,22,0.7607043558850788,0.9011854337111173
278,6093,2022-11-05,wt,230302_slice06_500pM_AngII_ctrl_results.csv,0,Mean11,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.35,42,120.0,,0.7169811320754716,39.0,53.0,1.0,0.0083333333333333,0.35,0.7169811320754716,y,wt_ctrl,,,,,,1.0,22,0.5605189990732159,0.848836386214382
279,6093,2022-11-05,wt,230302_slice06_500pM_AngII_ctrl_results.csv,0,Mean12,0.1,4450,500,4.0,1,y,0.0,0.0,3250,4450,0.3833333333333333,46,120.0,37.9,0.565269039552994,,,,,0.3833333333333333,0.565269039552994,y,wt_ctrl,,,,,,1.0,22,0.6139017608897127,0.6692239269729214
