,animal,birthdate,genotype,recording,start,cell,dt,end,n_cells,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,control,genotype_2,activity_pos2,freq_pos2,perf_change,sex
488,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean21,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.17500000000000002,21,120.0,,1.157894736842105,,,,,0.17500000000000002,1.157894736842105,y,wt_ctrl,,,,
489,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean21,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.14166666666666666,17,120.0,,0.8648648648648649,17.0,18.5,1.0,0.008333333333333333,0.17500000000000002,1.157894736842105,y,wt_ctrl,0.14166666666666666,0.8648648648648649,,
490,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean22,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.13333333333333333,16,120.0,,0.7964601769911505,,,,,0.13333333333333333,0.7964601769911505,y,wt_ctrl,,,,
491,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean22,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.2583333333333333,31,120.0,,0.7975460122699387,14.0,16.3,1.0,0.008333333333333333,0.13333333333333333,0.7964601769911505,y,wt_ctrl,0.2583333333333333,0.7975460122699387,,
492,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean23,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.5666666666666667,68,120.0,,0.8322981366459627,68.0,80.5,1.0,0.008333333333333333,0.5666666666666667,0.8322981366459627,y,wt_ctrl,,,,
493,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean23,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.26666666666666666,32,120.0,,0.5996131528046422,,,,,0.5666666666666667,0.8322981366459627,y,wt_ctrl,0.26666666666666666,0.5996131528046422,,
494,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean24,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.6416666666666666,77,120.0,41.2,1.3399778516057586,35.0,25.8,2.0,0.016666666666666666,0.6416666666666666,1.3399778516057586,y,wt_ctrl,,,,
495,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean24,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.5,60,120.0,37.9,1.2394755003450655,38.0,31.5,2.0,0.016666666666666666,0.6416666666666666,1.3399778516057586,y,wt_ctrl,0.5,1.2394755003450655,,
496,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean25,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.5166666666666666,62,120.0,49.0,0.8699273637812223,,,,,0.5166666666666666,0.8699273637812223,y,wt_ctrl,,,,
497,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean25,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.26666666666666666,32,120.0,,0.7334963325183375,31.0,40.900000000000006,1.0,0.008333333333333333,0.5166666666666666,0.8699273637812223,y,wt_ctrl,0.26666666666666666,0.7334963325183375,,
498,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean26,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.19999999999999998,24,120.0,,0.74235807860262,,,,,0.19999999999999998,0.74235807860262,y,wt_ctrl,,,,
499,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean26,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.11666666666666667,14,120.0,,0.6214689265536723,12.0,17.7,1.0,0.008333333333333333,0.19999999999999998,0.74235807860262,y,wt_ctrl,0.11666666666666667,0.6214689265536723,,
500,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean27,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.27499999999999997,33,120.0,54.300000000000004,0.603448275862069,15.0,20.3,2.0,0.016666666666666666,0.27499999999999997,0.603448275862069,y,wt_ctrl,,,,
501,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean27,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.10833333333333334,13,120.0,,0.6122448979591837,10.0,14.700000000000001,1.0,0.008333333333333333,0.27499999999999997,0.603448275862069,y,wt_ctrl,0.10833333333333334,0.6122448979591837,,
502,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean3,0.1,3600,27,500,4,1,y,0,0,2400,3600,1.0583333333333333,127,120.0,,1.0561609388097233,,,,,1.0583333333333333,1.0561609388097233,y,wt_ctrl,,,,
503,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean3,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.6916666666666667,83,120.0,,1.0472541507024264,,,,,1.0583333333333333,1.0561609388097233,y,wt_ctrl,0.6916666666666667,1.0472541507024264,,
504,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean4,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.9249999999999999,111,120.0,,1.1530398322851154,,,,,0.9249999999999999,1.1530398322851154,y,wt_ctrl,,,,
505,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean4,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.5583333333333332,67,120.0,,0.9268292682926829,,,,,0.9249999999999999,1.1530398322851154,y,wt_ctrl,0.5583333333333332,0.9268292682926829,,
506,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean5,0.1,3600,27,500,4,1,y,0,0,2400,3600,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
507,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean5,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.24166666666666664,29,120.0,,0.6769230769230768,23.0,32.5,1.0,0.008333333333333333,0,,y,wt_ctrl,0.24166666666666664,0.6769230769230768,,
508,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean6,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.41666666666666663,50,120.0,37.5,1.1018621290256478,11.0,8.9,3.0,0.025,0.41666666666666663,1.1018621290256478,y,wt_ctrl,,,,
509,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean6,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.30833333333333335,37,120.0,45.0,1.0544271659790543,13.0,11.450000000000001,2.0,0.016666666666666666,0.41666666666666663,1.1018621290256478,y,wt_ctrl,0.30833333333333335,1.0544271659790543,,
510,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean7,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.14166666666666666,17,120.0,,0.9701492537313432,14.0,13.4,1.0,0.008333333333333333,0.14166666666666666,0.9701492537313432,y,wt_ctrl,,,,
511,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean7,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.29166666666666663,35,120.0,19.400000000000002,0.9314357321876119,17.5,17.95,2.0,0.016666666666666666,0.14166666666666666,0.9701492537313432,y,wt_ctrl,0.29166666666666663,0.9314357321876119,,
512,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean8,0.1,3600,27,500,4,1,y,0,0,2400,3600,1.258333333333333,151,120.0,,1.2636899747262005,,,,,1.258333333333333,1.2636899747262005,y,wt_ctrl,,,,
513,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean8,0.1,9600,27,500,4,2,y,0,0,6900,8100,1.1833333333333333,142,120.0,,1.4718162839248432,,,,,1.258333333333333,1.2636899747262005,y,wt_ctrl,1.1833333333333333,1.4718162839248432,,
514,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,0,Mean9,0.1,3600,27,500,4,1,y,0,0,2400,3600,0.22499999999999998,27,120.0,,0.5915492957746478,,,,,0.22499999999999998,0.5915492957746478,y,wt_ctrl,,,,
515,5255,2022-02-13,wt,220607_slice03_rec01_ctrl_dp_results.csv,3600,Mean9,0.1,9600,27,500,4,2,y,0,0,6900,8100,0.26666666666666666,32,120.0,,0.4592592592592593,,,,,0.22499999999999998,0.5915492957746478,y,wt_ctrl,0.26666666666666666,0.4592592592592593,,
516,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean1,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.29166666666666663,35,120.0,21.1,0.7416666666666666,14.0,20.0,2.0,0.016666666666666666,0.29166666666666663,0.7416666666666666,y,wt_ctrl,,,,
517,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean1,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.06666666666666667,8,120.0,,,,,,,0.29166666666666663,0.7416666666666666,y,wt_ctrl,0.06666666666666667,,,
518,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean10,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.19999999999999998,24,120.0,,0.625,16.0,24.0,1.0,0.008333333333333333,0.19999999999999998,0.625,y,wt_ctrl,,,,
519,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean10,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.11666666666666667,14,120.0,,0.6010928961748633,12.0,18.3,1.0,0.008333333333333333,0.19999999999999998,0.625,y,wt_ctrl,0.11666666666666667,0.6010928961748633,,
520,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean12,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.325,39,120.0,,1.1143695014662756,,,,,0.325,1.1143695014662756,y,wt_ctrl,,,,
521,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean12,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.4666666666666667,56,120.0,26.6,1.1128552971576227,21.5,18.45,3.0,0.025,0.325,1.1143695014662756,y,wt_ctrl,0.4666666666666667,1.1128552971576227,,
522,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean13,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.8333333333333333,100,120.0,,1.1551925320886816,,,,,0.8333333333333333,1.1551925320886816,y,wt_ctrl,,,,
523,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean13,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.45833333333333326,55,120.0,,1.2134831460674158,,,,,0.8333333333333333,1.1551925320886816,y,wt_ctrl,0.45833333333333326,1.2134831460674158,,
524,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean14,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.27499999999999997,33,120.0,,0.7804878048780488,33.0,41.0,1.0,0.008333333333333333,0.27499999999999997,0.7804878048780488,y,wt_ctrl,,,,
525,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean14,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.17500000000000002,21,120.0,,0.7024793388429752,18.0,24.200000000000003,1.0,0.008333333333333333,0.27499999999999997,0.7804878048780488,y,wt_ctrl,0.17500000000000002,0.7024793388429752,,
526,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean15,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.575,69,120.0,,0.6781376518218623,,,,,0.575,0.6781376518218623,y,wt_ctrl,,,,
527,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean15,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.26666666666666666,32,120.0,,0.6783369803063457,32.0,45.7,1.0,0.008333333333333333,0.575,0.6781376518218623,y,wt_ctrl,0.26666666666666666,0.6783369803063457,,
528,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean16,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.024999999999999998,3,120.0,,,,,,,0.024999999999999998,,y,wt_ctrl,,,,
529,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean16,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.5083333333333333,61,120.0,14.5,0.6915258204189444,30.5,42.6,2.0,0.016666666666666666,0.024999999999999998,,y,wt_ctrl,0.5083333333333333,0.6915258204189444,,
530,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean17,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.25,30,120.0,9.1,0.5726041488085033,15.0,23.900000000000002,2.0,0.016666666666666666,0.25,0.5726041488085033,y,wt_ctrl,,,,
531,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean17,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.39166666666666666,47,120.0,,0.8156028368794326,47.0,56.400000000000006,1.0,0.008333333333333333,0.25,0.5726041488085033,y,wt_ctrl,0.39166666666666666,0.8156028368794326,,
532,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean2,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.075,9,120.0,,,,,,,0.075,,y,wt_ctrl,,,,
533,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean2,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.09166666666666666,11,120.0,,,,,,,0.075,,y,wt_ctrl,0.09166666666666666,,,
534,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean3,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.85,102,120.0,,0.8559322033898306,,,,,0.85,0.8559322033898306,y,wt_ctrl,,,,
535,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean3,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.975,117,120.0,,0.9797297297297297,,,,,0.85,0.8559322033898306,y,wt_ctrl,0.975,0.9797297297297297,,
536,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean4,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.075,9,120.0,,,,,,,0.075,,y,wt_ctrl,,,,
537,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean4,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.09166666666666666,11,120.0,,,,,,,0.075,,y,wt_ctrl,0.09166666666666666,,,
538,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean5,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.30833333333333335,37,120.0,54.900000000000006,0.8091188575395447,25.0,30.1,2.0,0.016666666666666666,0.30833333333333335,0.8091188575395447,y,wt_ctrl,,,,
539,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean5,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.17500000000000002,21,120.0,,0.7407407407407407,21.0,27.0,1.0,0.008333333333333333,0.30833333333333335,0.8091188575395447,y,wt_ctrl,0.17500000000000002,0.7407407407407407,,
540,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean6,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.7583333333333333,91,120.0,,0.766609880749574,,,,,0.7583333333333333,0.766609880749574,y,wt_ctrl,,,,
541,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean6,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.7833333333333333,94,120.0,,0.7861369399830938,,,,,0.7583333333333333,0.766609880749574,y,wt_ctrl,0.7833333333333333,0.7861369399830938,,
542,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean7,0.1,3600,16,500,4,1,y,0,0,2400,3600,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
543,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean7,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.19999999999999998,24,120.0,,,,,,,0,,y,wt_ctrl,0.19999999999999998,,,
544,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean8,0.1,3600,16,500,4,1,y,0,0,2400,3600,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
545,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean8,0.1,9600,16,500,4,2,y,0,0,6900,8100,0,0,120.0,,,,,,,0,,y,wt_ctrl,0,,,
546,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,0,Mean9,0.1,3600,16,500,4,1,y,0,0,2400,3600,0.16666666666666666,20,120.0,,0.45945945945945943,,,,,0.16666666666666666,0.45945945945945943,y,wt_ctrl,,,,
547,5254,2022-02-13,wt,220610_slice03_rec01_ctrl_dp_results.csv,3600,Mean9,0.1,9600,16,500,4,2,y,0,0,6900,8100,0.016666666666666666,2,120.0,,,,,,,0.16666666666666666,0.45945945945945943,y,wt_ctrl,0.016666666666666666,,,
548,2912,2020-07-03,wt,201104_s4r2_Results.csv,0,Mean5,0.1,3600,1,500,4,1,,0,,2400,3600,0.13333333333333333,16,120.0,,1.2962962962962963,,,,,0.13333333333333333,1.2962962962962963,y,wt_ctrl,,,n,
549,2912,2020-07-03,wt,201104_s4r2_Results.csv,3601,Mean5,0.1,27000,1,500,4,2,,0,,6901,8101,1.2,144,120.0,7.6000000000000005,1.7362336007003902,72.0,40.650000000000006,2.0,0.016666666666666666,0.13333333333333333,1.2962962962962963,y,wt_ctrl,1.2,1.7362336007003902,n,
550,2910,2020-07-03,wt,201105_s4r2_Results.csv,0,Mean1,0.1,3600,2,500,4,1,,0,,2400,3600,1.1583333333333332,139,120.0,,1.1567476948868396,,,,,1.1583333333333332,1.1567476948868396,y,wt_ctrl,,,n,
551,2910,2020-07-03,wt,201105_s4r2_Results.csv,3600,Mean1,0.1,23255,2,500,4,2,,0,,6900,8100,1.15,138,120.0,,1.1531986531986531,,,,,1.1583333333333332,1.1567476948868396,y,wt_ctrl,1.15,1.1531986531986531,n,
552,2910,2020-07-03,wt,201105_s4r2_Results.csv,0,Mean2,0.1,3600,2,500,4,1,,0,,2400,3600,0.7916666666666666,95,120.0,,0.797962648556876,,,,,0.7916666666666666,0.797962648556876,y,wt_ctrl,,,n,
553,2910,2020-07-03,wt,201105_s4r2_Results.csv,3600,Mean2,0.1,23255,2,500,4,2,,0,,6900,8100,0.3416666666666666,41,120.0,,0.7692307692307692,,,,,0.7916666666666666,0.797962648556876,y,wt_ctrl,0.3416666666666666,0.7692307692307692,n,
554,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean1,0.1,3600,12,500,4,1,,0,,2400,3600,0.24166666666666664,29,120.0,,,,,,,0.24166666666666664,,y,wt_ctrl,,,n,m
555,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean1,0.1,27000,12,500,4,2,,0,,6901,8101,0.16666666666666666,20,120.0,,,,,,,0.24166666666666664,,y,wt_ctrl,0.16666666666666666,,n,m
556,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean10,0.1,3600,12,500,4,1,,0,,2400,3600,0.2583333333333333,31,120.0,,0.33057851239669417,13.0,36.300000000000004,1.0,0.008333333333333333,0.2583333333333333,0.33057851239669417,y,wt_ctrl,,,n,m
557,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean10,0.1,27000,12,500,4,2,,0,,6901,8101,0.3416666666666666,41,120.0,,0.34217279726261757,,,,,0.2583333333333333,0.33057851239669417,y,wt_ctrl,0.3416666666666666,0.34217279726261757,n,m
558,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean11,0.1,3600,12,500,4,1,,0,,2400,3600,0.5166666666666666,62,120.0,5.4,0.5303571428571427,,,,,0.5166666666666666,0.5303571428571427,y,wt_ctrl,,,n,m
559,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean11,0.1,27000,12,500,4,2,,0,,6901,8101,0.4083333333333333,49,120.0,10.0,0.4592523884960847,10.0,19.700000000000003,3.0,0.025,0.5166666666666666,0.5303571428571427,y,wt_ctrl,0.4083333333333333,0.4592523884960847,n,m
560,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean12,0.1,3600,12,500,4,1,,0,,2400,3600,0.27499999999999997,33,120.0,,0.3016241299303944,14.0,43.1,1.0,0.008333333333333333,0.27499999999999997,0.3016241299303944,y,wt_ctrl,,,n,m
561,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean12,0.1,27000,12,500,4,2,,0,,6901,8101,0.24166666666666664,29,120.0,,,,,,,0.27499999999999997,0.3016241299303944,y,wt_ctrl,0.24166666666666664,,n,m
562,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean13,0.1,3600,12,500,4,1,,0,,2400,3600,0.31666666666666665,38,120.0,,0.3253588516746411,,,,,0.31666666666666665,0.3253588516746411,y,wt_ctrl,,,n,m
563,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean13,0.1,27000,12,500,4,2,,0,,6901,8101,0.18333333333333332,22,120.0,,,,,,,0.31666666666666665,0.3253588516746411,y,wt_ctrl,0.18333333333333332,,n,m
564,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean14,0.1,3600,12,500,4,1,,0,,2400,3600,0.36666666666666664,44,120.0,,0.3739130434782608,,,,,0.36666666666666664,0.3739130434782608,y,wt_ctrl,,,n,m
565,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean14,0.1,27000,12,500,4,2,,0,,6901,8101,0.29166666666666663,35,120.0,,0.32948929159802304,,,,,0.36666666666666664,0.3739130434782608,y,wt_ctrl,0.29166666666666663,0.32948929159802304,n,m
566,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean16,0.1,3600,12,500,4,1,,0,,2400,3600,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,n,m
567,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean16,0.1,27000,12,500,4,2,,0,,6901,8101,0.14166666666666666,17,120.0,,0.2997858672376874,,,,,0,,y,wt_ctrl,0.14166666666666666,0.2997858672376874,n,m
568,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean2,0.1,3600,12,500,4,1,,0,,2400,3600,0.016666666666666666,2,120.0,,,,,,,0.016666666666666666,,y,wt_ctrl,,,n,m
569,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean2,0.1,27000,12,500,4,2,,0,,6901,8101,0.058333333333333334,7,120.0,,,,,,,0.016666666666666666,,y,wt_ctrl,0.058333333333333334,,n,m
570,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean3,0.1,3600,12,500,4,1,,0,,2400,3600,0.25,30,120.0,,,,,,,0.25,,y,wt_ctrl,,,n,m
571,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean3,0.1,27000,12,500,4,2,,0,,6901,8101,0.30833333333333335,37,120.0,,0.3448275862068965,,,,,0.25,,y,wt_ctrl,0.30833333333333335,0.3448275862068965,n,m
572,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean5,0.1,3600,12,500,4,1,,0,,2400,3600,0.3,36,120.0,4.0,0.3029211208051693,15.0,47.300000000000004,2.0,0.016666666666666666,0.3,0.3029211208051693,y,wt_ctrl,,,n,m
573,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean5,0.1,27000,12,500,4,2,,0,,6901,8101,0.024999999999999998,3,120.0,,,,,,,0.3,0.3029211208051693,y,wt_ctrl,0.024999999999999998,,n,m
574,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean6,0.1,3600,12,500,4,1,,0,,2400,3600,0.19166666666666665,23,120.0,,,,,,,0.19166666666666665,,y,wt_ctrl,,,n,m
575,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean6,0.1,27000,12,500,4,2,,0,,6901,8101,0.22499999999999998,27,120.0,,,,,,,0.19166666666666665,,y,wt_ctrl,0.22499999999999998,,n,m
576,3904,2020-12-07,wt,210323_s4r1_Results.csv,0,Mean7,0.1,3600,12,500,4,1,,0,,2400,3600,0.11666666666666667,14,120.0,,0.33419023136246784,,,,,0.11666666666666667,0.33419023136246784,y,wt_ctrl,,,n,m
577,3904,2020-12-07,wt,210323_s4r1_Results.csv,3601,Mean7,0.1,27000,12,500,4,2,,0,,6901,8101,0.03333333333333333,4,120.0,,,,,,,0.11666666666666667,0.33419023136246784,y,wt_ctrl,0.03333333333333333,,n,m
578,3905,2020-12-07,wt,210324_s4r1_Results.csv,0,Mean1,0.1,3600,10,500,4,1,,0,,2400,3600,0.20833333333333331,25,120.0,,0.8823529411764705,,,,,0.20833333333333331,0.8823529411764705,y,wt_ctrl,,,n,m
579,3905,2020-12-07,wt,210324_s4r1_Results.csv,3601,Mean1,0.1,27000,10,500,4,2,,0,,6901,8101,0.8916666666666667,107,120.0,3.8000000000000003,0.936289429994466,,,,,0.20833333333333331,0.8823529411764705,y,wt_ctrl,0.8916666666666667,0.936289429994466,n,m
580,3905,2020-12-07,wt,210324_s4r1_Results.csv,0,Mean10,0.1,3600,10,500,4,1,,0,,2400,3600,0.3833333333333333,46,120.0,62.5,0.6340100807162243,20.0,29.400000000000002,2.0,0.016666666666666666,0.3833333333333333,0.6340100807162243,y,wt_ctrl,,,n,m
581,3905,2020-12-07,wt,210324_s4r1_Results.csv,3601,Mean10,0.1,27000,10,500,4,2,,0,,6901,8101,0.7083333333333333,85,120.0,5.0,0.7818253175396033,,,,,0.3833333333333333,0.6340100807162243,y,wt_ctrl,0.7083333333333333,0.7818253175396033,n,m
582,3905,2020-12-07,wt,210324_s4r1_Results.csv,0,Mean12,0.1,3600,10,500,4,1,,0,,2400,3600,0.49166666666666664,59,120.0,,1.1485148514851484,59.0,50.5,1.0,0.008333333333333333,0.49166666666666664,1.1485148514851484,y,wt_ctrl,,,n,m
583,3905,2020-12-07,wt,210324_s4r1_Results.csv,3601,Mean12,0.1,27000,10,500,4,2,,0,,6901,8101,0.5583333333333332,67,120.0,48.1,1.1366589875361806,47.0,41.800000000000004,2.0,0.016666666666666666,0.49166666666666664,1.1485148514851484,y,wt_ctrl,0.5583333333333332,1.1366589875361806,n,m
584,3905,2020-12-07,wt,210324_s4r1_Results.csv,0,Mean14,0.1,3600,10,500,4,1,,0,,2400,3600,1.0333333333333332,124,120.0,,1.0310142497904442,,,,,1.0333333333333332,1.0310142497904442,y,wt_ctrl,,,n,m
585,3905,2020-12-07,wt,210324_s4r1_Results.csv,3601,Mean14,0.1,27000,10,500,4,2,,0,,6901,8101,0.5833333333333333,70,120.0,9.3,0.8480207648749658,41.0,44.7,2.0,0.016666666666666666,1.0333333333333332,1.0310142497904442,y,wt_ctrl,0.5833333333333333,0.8480207648749658,n,m
586,3905,2020-12-07,wt,210324_s4r1_Results.csv,0,Mean15,0.1,3600,10,500,4,1,,0,,2400,3600,0.7416666666666667,89,120.0,36.300000000000004,0.9612211221122111,,,,,0.7416666666666667,0.9612211221122111,y,wt_ctrl,,,n,m
587,3905,2020-12-07,wt,210324_s4r1_Results.csv,3601,Mean15,0.1,27000,10,500,4,2,,0,,6901,8101,0.44999999999999996,54,120.0,,0.8876811594202899,,,,,0.7416666666666667,0.9612211221122111,y,wt_ctrl,0.44999999999999996,0.8876811594202899,n,m
